Applied potential [V],WE current [A],WE current [A].1,WE current [A].2,WE current filtered [A] (3 Hz),WE current filtered [A] (2 Hz),WE current filtered [A] (1 Hz)
-0.2842,2.135427e-06,9.57245e-07,-1.178182e-06,2.0916515174590957e-06,2.120738153986347e-06,2.0991106170415646e-06
-0.2831249999999999,2.201052e-06,1.015432e-06,-1.185619e-06,2.119888547077714e-06,2.1340732810108666e-06,2.112767045970404e-06
-0.282051,2.238239e-06,1.065307e-06,-1.172932e-06,2.148783113824731e-06,2.1476987333900122e-06,2.126830294236493e-06
-0.280976,2.27849e-06,1.106432e-06,-1.172057e-06,2.1777805467896084e-06,2.161596187186897e-06,2.1412973543827035e-06
-0.279902,2.282864e-06,1.135744e-06,-1.147119e-06,2.206339405222945e-06,2.1757475522927446e-06,2.15616450389606e-06
-0.278827,2.303427e-06,1.159807e-06,-1.143619e-06,2.23395065063087e-06,2.1901356826888606e-06,2.1714273095839817e-06
-0.2777529999999999,2.308239e-06,1.174682e-06,-1.133557e-06,2.2601553317293524e-06,2.2047450458050553e-06,2.1870806328843132e-06
-0.276678,2.331864e-06,1.189119e-06,-1.142744e-06,2.2845601813943917e-06,2.2195623280870822e-06,2.203118636080336e-06
-0.2756039999999999,2.339739e-06,1.203119e-06,-1.136619e-06,2.3068506131144983e-06,2.2345769562308787e-06,2.2195347893953674e-06
-0.2745289999999999,2.355489e-06,1.214057e-06,-1.141432e-06,2.326800705753452e-06,2.2497815164906306e-06,2.2363218789454455e-06
-0.273455,2.371676e-06,1.225432e-06,-1.146244e-06,2.3442798757841544e-06,2.2651720579131596e-06,2.253472015532823e-06
-0.27238,2.396614e-06,1.234182e-06,-1.162432e-06,2.3592560523183004e-06,2.2807482691848744e-06,2.270976644267467e-06
-0.271306,2.420676e-06,1.238119e-06,-1.182557e-06,2.3717952895600455e-06,2.296513522892143e-06,2.288826555008315e-06
-0.270231,2.457863e-06,1.256056e-06,-1.201807e-06,2.3820578715023687e-06,2.312474785284155e-06,2.3070118936205973e-06
-0.269157,2.486738e-06,1.270056e-06,-1.216682e-06,2.390291082709601e-06,2.328642393980772e-06,2.325522174049946e-06
-0.2680829999999999,2.517801e-06,1.276181e-06,-1.241619e-06,2.3968189347375496e-06,2.345029710374383e-06,2.3443462912182e-06
-0.2670079999999999,2.542301e-06,1.288431e-06,-1.253869e-06,2.402029247532723e-06,2.3616526576151436e-06,2.363472534749602e-06
-0.265934,2.547551e-06,1.298494e-06,-1.249056e-06,2.406358585629364e-06,2.3785291589133157e-06,2.3828886035393808e-06
-0.264859,2.473176e-06,1.280994e-06,-1.192182e-06,2.410275635686375e-06,2.3956784942985866e-06,2.4025816211793535e-06
-0.263785,2.368177e-06,1.258681e-06,-1.109495e-06,2.414263679336076e-06,2.413120596790691e-06,2.4225381522570317e-06
-0.26271,2.248302e-06,1.219307e-06,-1.028995e-06,2.4188028571280508e-06,2.4308753110008756e-06,2.442744219545592e-06
-0.261636,2.123177e-06,1.174682e-06,-9.48495e-07,2.42435292931313e-06,2.4489616383546804e-06,2.4631853221018844e-06
-0.260561,2.123615e-06,1.133557e-06,-9.90058e-07,2.431337212688651e-06,2.4673969932972123e-06,2.4838464542882385e-06
-0.2594869999999999,2.381302e-06,1.118245e-06,-1.263056e-06,2.4401283084638695e-06,2.4861964939769986e-06,2.5047121257312357e-06
-0.258412,2.303427e-06,1.160682e-06,-1.142744e-06,2.4510361375427423e-06,2.505372309060765e-06,2.5257663822268437e-06
-0.257338,2.299489e-06,1.334806e-06,-9.64683e-07,2.464298674830972e-06,2.5249330796580455e-06,2.546992827596546e-06
-0.2562629999999999,2.436426e-06,1.381618e-06,-1.054807e-06,2.4800756341413703e-06,2.5448834320419167e-06,2.5683746464935504e-06
-0.255189,2.559363e-06,1.374181e-06,-1.185182e-06,2.4984452114126663e-06,2.565223593169209e-06,2.589894628152074e-06
-0.254114,2.547113e-06,1.246431e-06,-1.300681e-06,2.5194038562837327e-06,2.5859491171448073e-06,2.6115351910662987e-06
-0.25304,2.553676e-06,1.193932e-06,-1.359743e-06,2.5428689184730374e-06,2.6070507269264077e-06,2.633278408579057e-06
-0.251965,2.616238e-06,1.231119e-06,-1.385118e-06,2.5686839114315157e-06,2.6285142718804697e-06,2.655106035353827e-06
-0.250891,2.665675e-06,1.296744e-06,-1.368931e-06,2.596626054339496e-06,2.650320798389516e-06,2.676999534697317e-06
-0.2498159999999999,2.687112e-06,1.364118e-06,-1.322994e-06,2.6264156953384365e-06,2.6724467276500095e-06,2.6989401066938984e-06
-0.248742,2.7033e-06,1.420993e-06,-1.282306e-06,2.6577271829393605e-06,2.69486413213555e-06,2.720908717107452e-06
-0.247667,2.735237e-06,1.476555e-06,-1.258681e-06,2.6902007369182e-06,2.71754109996081e-06,2.7428861270009197e-06
-0.2465929999999999,2.767612e-06,1.525993e-06,-1.241619e-06,2.723454872184634e-06,2.7404421745820903e-06,2.764852923018997e-06
-0.245518,2.802174e-06,1.562305e-06,-1.239869e-06,2.757098946177619e-06,2.7635288559123253e-06,2.786789548275016e-06
-0.244444,2.825799e-06,1.589867e-06,-1.235932e-06,2.790745429234415e-06,2.786760148003895e-06,2.8086763337791732e-06
-0.243369,2.847237e-06,1.602555e-06,-1.244681e-06,2.824021535141257e-06,2.810093137947034e-06,2.8304935303418285e-06
-0.2422949999999999,2.858612e-06,1.611305e-06,-1.247306e-06,2.8565798929520953e-06,2.833483590524599e-06,2.852221340882701e-06
-0.24122,2.875237e-06,1.616992e-06,-1.258244e-06,2.8881079886365543e-06,2.8568865434290752e-06,2.8738399530743554e-06
-0.240146,2.899299e-06,1.628367e-06,-1.270931e-06,2.9183361539761956e-06,2.880256888453794e-06,2.8953295722464364e-06
-0.2390719999999999,2.910674e-06,1.637117e-06,-1.273556e-06,2.947043928634461e-06,2.903549924984414e-06,2.9166704544756456e-06
-0.237997,2.938236e-06,1.648492e-06,-1.289744e-06,2.9740646684135276e-06,2.926721873307691e-06,2.9378429397854436e-06
-0.236923,2.973674e-06,1.665555e-06,-1.308119e-06,2.9992883180900337e-06,2.9497303366957175e-06,2.9588274853789274e-06
-0.235848,3.009986e-06,1.681742e-06,-1.328244e-06,3.0226623113585716e-06,2.9725347028936475e-06,2.9796046988282497e-06
-0.2347739999999999,3.053736e-06,1.702304e-06,-1.351431e-06,3.0441906043905044e-06,2.9950964775197527e-06,3.0001553711442778e-06
-0.233699,3.113235e-06,1.717617e-06,-1.395618e-06,3.0639308947814125e-06,3.0173795439618154e-06,3.020460509651015e-06
-0.232625,3.174485e-06,1.732054e-06,-1.442431e-06,3.0819901256585333e-06,3.039350346602856e-06,3.0405013705905357e-06
-0.2315499999999999,3.261985e-06,1.750867e-06,-1.511118e-06,3.098518426448892e-06,3.060977996601786e-06,3.0602594913858437e-06
-0.230476,3.338985e-06,1.767054e-06,-1.57193e-06,3.113701697313189e-06,3.082234301943599e-06,3.0797167224910917e-06
-0.229401,3.342485e-06,1.778429e-06,-1.564055e-06,3.1277531020517066e-06,3.1030937259869594e-06,3.0988552587609263e-06
-0.228327,3.212548e-06,1.760054e-06,-1.452493e-06,3.1409037908115904e-06,3.123533281168841e-06,3.1176576702732907e-06
-0.2272519999999999,3.020924e-06,1.711929e-06,-1.308994e-06,3.1533932231570923e-06,3.143532366732781e-06,3.1361069325426484e-06
-0.226178,2.893612e-06,1.66118e-06,-1.232432e-06,3.1654594959445245e-06,3.163072561155566e-06,3.154186456063124e-06
-0.225103,2.960549e-06,1.619617e-06,-1.340931e-06,3.177330090467366e-06,3.182137381181385e-06,3.171880115123328e-06
-0.2240289999999999,2.859924e-06,1.592055e-06,-1.267869e-06,3.1892134332312826e-06,3.2007120199016566e-06,3.1891722758365007e-06
-0.2229539999999999,2.938236e-06,1.65418e-06,-1.284056e-06,3.2012916130733134e-06,3.218783076101837e-06,3.2060478233310512e-06
-0.22188,3.214298e-06,1.772742e-06,-1.441556e-06,3.2137145187826383e-06,3.236338286202625e-06,3.222492188047618e-06
-0.220805,3.362172e-06,1.687867e-06,-1.674305e-06,3.2265955657316633e-06,3.2533662687168902e-06,3.238491371089594e-06
-0.2197309999999999,3.310985e-06,1.599055e-06,-1.711929e-06,3.240009079890652e-06,3.2698562894445754e-06,3.2540319685748546e-06
-0.218656,3.319297e-06,1.63493e-06,-1.684367e-06,3.2539893151926894e-06,3.2857980538546943e-06,3.269101194937386e-06
-0.217582,3.319297e-06,1.700992e-06,-1.618305e-06,3.2685310043478844e-06,3.3011815314230157e-06,3.283686905128809e-06
-0.2165069999999999,3.316672e-06,1.767492e-06,-1.54918e-06,3.283591287678634e-06,3.315996815192244e-06,3.29777761567146e-06
-0.2154329999999999,3.337672e-06,1.824366e-06,-1.513305e-06,3.299092828742813e-06,3.3302340185132734e-06,3.3113625245167593e-06
-0.214358,3.367859e-06,1.864179e-06,-1.50368e-06,3.314927906420575e-06,3.3438832097883957e-06,3.3244315296650227e-06
-0.213284,3.381859e-06,1.891741e-06,-1.490118e-06,3.3309632672514555e-06,3.3569343850405827e-06,3.336975246505617e-06
-0.2122099999999999,3.387984e-06,1.889116e-06,-1.498868e-06,3.347045525967238e-06,3.3693774772545014e-06,3.348985023839339e-06
-0.211135,3.386672e-06,1.878616e-06,-1.508055e-06,3.3630069136063907e-06,3.381202400658531e-06,3.3604529585481583e-06
-0.210061,3.37836e-06,1.868554e-06,-1.509805e-06,3.3786711887061494e-06,3.3923991274280797e-06,3.371371908880898e-06
-0.2089859999999999,3.376609e-06,1.862429e-06,-1.51418e-06,3.3938595452816163e-06,3.40295779367294e-06,3.3817355063270394e-06
-0.2079119999999999,3.386234e-06,1.856741e-06,-1.529493e-06,3.408396369232934e-06,3.4128688310097075e-06,3.391538166054618e-06
-0.206837,3.384485e-06,1.853679e-06,-1.530805e-06,3.422114710570866e-06,3.42212311950352e-06,3.400775095892014e-06
-0.205763,3.388422e-06,1.849304e-06,-1.539118e-06,3.4348613512835413e-06,3.430712157289957e-06,3.409442303837386e-06
-0.2046879999999999,3.402859e-06,1.851929e-06,-1.55093e-06,3.4465013575447397e-06,3.4386282417672203e-06,3.4175366040835536e-06
-0.203614,3.408547e-06,1.853241e-06,-1.555305e-06,3.4569220109084605e-06,3.4458646569004126e-06,3.4250556215501817e-06
-0.202539,3.425609e-06,1.855429e-06,-1.57018e-06,3.4660360174947943e-06,3.452415860931443e-06,3.431997794919341e-06
-0.2014649999999999,3.439609e-06,1.854116e-06,-1.585492e-06,3.4737838988591844e-06,3.4582776686727956e-06,3.4383623781747396e-06
-0.2003899999999999,3.471546e-06,1.856304e-06,-1.615242e-06,3.480135475538758e-06,3.463447422616587e-06,3.4441494406493337e-06
-0.199316,3.492984e-06,1.851929e-06,-1.641055e-06,3.485090366638415e-06,3.4679241473465545e-06,3.4493598655904908e-06
-0.198241,3.551171e-06,1.862429e-06,-1.688742e-06,3.4886774486309676e-06,3.471708682230253e-06,3.4539953472564926e-06
-0.1971669999999999,3.635608e-06,1.867241e-06,-1.768367e-06,3.4909532458023314e-06,3.4748037881131585e-06,3.458058386562937e-06
-0.196092,3.696421e-06,1.866366e-06,-1.830054e-06,3.491999264714469e-06,3.4772142247421485e-06,3.461552285302432e-06
-0.195018,3.76817e-06,1.880366e-06,-1.887804e-06,3.4919183356208003e-06,3.478946796896149e-06,3.4644811389659437e-06
-0.193943,3.713483e-06,1.900491e-06,-1.812991e-06,3.490830082877478e-06,3.48001036864496e-06,3.466849828199086e-06
-0.1928689999999999,3.481172e-06,1.884741e-06,-1.59643e-06,3.488865709267514e-06,3.480415846695692e-06,3.4686640089315315e-06
-0.191794,3.291735e-06,1.817366e-06,-1.474368e-06,3.4861623380701036e-06,3.480176135272728e-06,3.4699301012223214e-06
-0.19072,3.290422e-06,1.742117e-06,-1.548305e-06,3.4828572018739582e-06,3.4793060662305146e-06,3.4706552768679966e-06
-0.1896449999999999,3.137298e-06,1.660305e-06,-1.476993e-06,3.4790819890037643e-06,3.477822308943424e-06,3.4708474458240253e-06
-0.188571,3.167923e-06,1.652867e-06,-1.515055e-06,3.4749576508246375e-06,3.4757432648375405e-06,3.4705152414927514e-06
-0.187496,3.418609e-06,1.741242e-06,-1.677367e-06,3.470589935754455e-06,3.4730889512111218e-06,3.4696680049331148e-06
-0.186422,3.566483e-06,1.651992e-06,-1.914491e-06,3.4660658545256934e-06,3.4698808783296554e-06,3.4683157680486747e-06
-0.1853469999999999,3.517046e-06,1.592492e-06,-1.924553e-06,3.461451206758059e-06,3.466141922856039e-06,3.466469235811251e-06
-0.184273,3.529296e-06,1.64018e-06,-1.889116e-06,3.4567892233801514e-06,3.461896199692138e-06,3.4641397675779106e-06
-0.183199,3.506109e-06,1.702304e-06,-1.803804e-06,3.4521003129226334e-06,3.4571689334366234e-06,3.461339357559295e-06
-0.1821239999999999,3.490796e-06,1.760929e-06,-1.729867e-06,3.447382847756353e-06,3.4519863300024097e-06,3.458080614497454e-06
-0.18105,3.490359e-06,1.802054e-06,-1.688304e-06,3.4426148899159255e-06,3.4463754485046644e-06,3.454376740611427e-06
-0.179975,3.481172e-06,1.820429e-06,-1.660742e-06,3.437756733203692e-06,3.4403640732967276e-06,3.4502415098688243e-06
-0.178901,3.460172e-06,1.811679e-06,-1.648492e-06,3.4327541256545603e-06,3.433980585947078e-06,3.445689245641495e-06
-0.1778259999999999,3.433484e-06,1.787617e-06,-1.645867e-06,3.427542030953117e-06,3.4272538369655253e-06,3.4407347978030443e-06
-0.176752,3.410297e-06,1.769679e-06,-1.640617e-06,3.4220487861279974e-06,3.4202130171557588e-06,3.4353935193253674e-06
-0.175677,3.379672e-06,1.744304e-06,-1.635367e-06,3.4162005132945333e-06,3.4128875285547304e-06,3.4296812424305806e-06
-0.1746029999999999,3.366984e-06,1.730742e-06,-1.636242e-06,3.4099256433858914e-06,3.405306854985486e-06,3.423614254353591e-06
-0.173528,3.361734e-06,1.722867e-06,-1.638867e-06,3.403159408449527e-06,3.397500432278676e-06,3.41720927276917e-06
-0.172454,3.35386e-06,1.718492e-06,-1.635367e-06,3.395848155855885e-06,3.389497518202972e-06,3.4104834209357213e-06
-0.171379,3.342047e-06,1.707117e-06,-1.63493e-06,3.387953333302371e-06,3.3813270620950983e-06,3.4034542026059845e-06
-0.1703049999999999,3.343359e-06,1.700117e-06,-1.643242e-06,3.379454989256942e-06,3.3730175741179614e-06,3.3961394767527934e-06
-0.16923,3.331547e-06,1.692242e-06,-1.639305e-06,3.3703546314956416e-06,3.3645969940306044e-06,3.388557432155646e-06
-0.168156,3.348172e-06,1.693554e-06,-1.654617e-06,3.360677288961664e-06,3.3560925593608006e-06,3.380726561891429e-06
-0.1670809999999999,3.351235e-06,1.686117e-06,-1.665117e-06,3.3504726317042874e-06,3.347530672964942e-06,3.3726656377701114e-06
-0.166007,3.378797e-06,1.688742e-06,-1.690054e-06,3.339815022446761e-06,3.338936770173861e-06,3.3643936847536826e-06
-0.164932,3.412922e-06,1.688742e-06,-1.724179e-06,3.328802403390735e-06,3.3303351860856317e-06,3.355929955394127e-06
-0.163858,3.468484e-06,1.692242e-06,-1.776242e-06,3.3175539646153725e-06,3.321749024096535e-06,3.347293904323803e-06
-0.1627829999999999,3.527109e-06,1.697492e-06,-1.829616e-06,3.3062065963165337e-06,3.3132000274627126e-06,3.3385051628292967e-06
-0.161709,3.562546e-06,1.713242e-06,-1.849304e-06,3.294910195111102e-06,3.304708456537461e-06,3.329583513537582e-06
-0.160634,3.512671e-06,1.738179e-06,-1.774492e-06,3.2838219715733176e-06,3.2962929752786617e-06,3.3205488652412133e-06
-0.1595599999999999,3.287797e-06,1.715867e-06,-1.57193e-06,3.273099986318346e-06,3.2879705515712476e-06,3.3114212278871715e-06
-0.158485,3.090486e-06,1.653305e-06,-1.437181e-06,3.2628962168142286e-06,3.27975637672035e-06,3.3022206877517274e-06
-0.157411,3.011299e-06,1.569743e-06,-1.441556e-06,3.253349516344024e-06,3.271663809972397e-06,3.2929673828212706e-06
-0.156336,3.172298e-06,1.511993e-06,-1.660305e-06,3.244578860147442e-06,3.263704353952851e-06,3.283681478396205e-06
-0.1552619999999999,3.000799e-06,1.455555e-06,-1.545243e-06,3.2366772749896413e-06,3.2558876663672536e-06,3.274383142931746e-06
-0.154188,2.971486e-06,1.57193e-06,-1.399556e-06,3.229706815850475e-06,3.248221612187524e-06,3.2650925241257245e-06
-0.153113,3.113236e-06,1.674742e-06,-1.438493e-06,3.2236948911622017e-06,3.2407123589234115e-06,3.2558297252594813e-06
-0.1520389999999999,3.24011e-06,1.618305e-06,-1.621805e-06,3.2186321539330886e-06,3.2333645156116064e-06,3.2466147817937056e-06
-0.150964,3.228297e-06,1.458181e-06,-1.770117e-06,3.2144720799635994e-06,3.2261813140273082e-06,3.237467638216906e-06
-0.14989,3.228735e-06,1.421868e-06,-1.806866e-06,3.2111322562968018e-06,3.2191648285255856e-06,3.2284081251402738e-06
-0.148815,3.25936e-06,1.471743e-06,-1.787617e-06,3.2084973119116734e-06,3.2123162290213304e-06,3.219455936629152e-06
-0.1477409999999999,3.256735e-06,1.52993e-06,-1.726804e-06,3.206423344658669e-06,3.2056360600385923e-06,3.2106306077583664e-06
-0.146666,3.240985e-06,1.582867e-06,-1.658117e-06,3.2047436365421395e-06,3.199124537567358e-06,3.2019514923763056e-06
-0.145592,3.225235e-06,1.623555e-06,-1.60168e-06,3.203275404064968e-06,3.1927818546759554e-06,3.1934377410609455e-06
-0.144517,3.233548e-06,1.656367e-06,-1.57718e-06,3.2018273002862945e-06,3.18660848642738e-06,3.1851082792499402e-06
-0.143443,3.219985e-06,1.676492e-06,-1.543493e-06,3.2002073685658095e-06,3.180605484608277e-06,3.176981785526485e-06
-0.142368,3.212548e-06,1.680867e-06,-1.53168e-06,3.1982311425083416e-06,3.174774753061985e-06,3.1690766700427973e-06
-0.141294,3.199423e-06,1.67343e-06,-1.525993e-06,3.1957295903178666e-06,3.1691192949811244e-06,3.1614110530637863e-06
-0.1402189999999999,3.177985e-06,1.663805e-06,-1.51418e-06,3.1925566128340817e-06,3.1636434243199977e-06,3.1540027436147004e-06
-0.139145,3.165736e-06,1.655492e-06,-1.510243e-06,3.188595821498318e-06,3.158352934492913e-06,3.14686921821826e-06
-0.13807,3.153048e-06,1.647617e-06,-1.50543e-06,3.1837663442964893e-06,3.153255218694167e-06,3.140027599708931e-06
-0.136996,3.157423e-06,1.64368e-06,-1.513743e-06,3.178027433748977e-06,3.1483593374759885e-06,3.133494636114514e-06
-0.135921,3.149111e-06,1.643242e-06,-1.505868e-06,3.171381681227775e-06,3.1436760306262463e-06,3.1272866795981698e-06
-0.134847,3.163548e-06,1.643242e-06,-1.520305e-06,3.1638766768259033e-06,3.139217671879932e-06,3.121419665457241e-06
-0.133772,3.174048e-06,1.648055e-06,-1.525993e-06,3.1556049946750755e-06,3.134998166565402e-06,3.1159090911788033e-06
-0.1326979999999999,3.19286e-06,1.649805e-06,-1.543055e-06,3.146702431186532e-06,3.1310327939193476e-06,3.1107699955557544e-06
-0.131623,3.230923e-06,1.653305e-06,-1.577617e-06,3.137344479220486e-06,3.127337997493011e-06,3.106016937871386e-06
-0.130549,3.282547e-06,1.669055e-06,-1.613492e-06,3.1277410852120996e-06,3.1239311287993447e-06,3.1016639771647665e-06
-0.129474,3.322797e-06,1.674305e-06,-1.648492e-06,3.1181298084249242e-06,3.1208301510868815e-06,3.0977246515938617e-06
-0.1284,3.356922e-06,1.68743e-06,-1.669492e-06,3.1087675800100936e-06,3.118053311821738e-06,3.094211957918009e-06
-0.127326,3.279922e-06,1.683929e-06,-1.595992e-06,3.0999213407568875e-06,3.1156187940371416e-06,3.0911383311261242e-06
-0.126251,3.057236e-06,1.64193e-06,-1.415306e-06,3.091857914333336e-06,3.113544358058661e-06,3.0885156242416726e-06
-0.1251769999999999,2.865612e-06,1.576305e-06,-1.289306e-06,3.0848335391574646e-06,3.1118469860882443e-06,3.0863550883398194e-06
-0.1241019999999999,2.763237e-06,1.51068e-06,-1.252556e-06,3.0790835272850744e-06,3.110542542571599e-06,3.08466735281617e-06
-0.123028,2.864737e-06,1.460368e-06,-1.404368e-06,3.0748125343499056e-06,3.1096454630453943e-06,3.0834624059498747e-06
-0.1219529999999999,3.061611e-06,1.434556e-06,-1.627055e-06,3.072185906085075e-06,3.1091684832005363e-06,3.0827495758066003e-06
-0.120879,3.056361e-06,1.505868e-06,-1.550493e-06,3.0713225156468924e-06,3.1091224182492443e-06,3.082537511528934e-06
-0.119804,2.977174e-06,1.675617e-06,-1.301556e-06,3.0722894286780024e-06,3.1095160004890612e-06,3.0828341650633162e-06
-0.1187299999999999,2.939986e-06,1.697929e-06,-1.242057e-06,3.075098639250315e-06,3.1103557804076956e-06,3.0836467733737492e-06
-0.117655,3.041048e-06,1.693117e-06,-1.347931e-06,3.0797060183355847e-06,3.1116460939522516e-06,3.084981841193462e-06
-0.1165809999999999,3.118048e-06,1.616992e-06,-1.501055e-06,3.0860125138536916e-06,3.113389095842545e-06,3.0868451243665353e-06
-0.115506,3.092236e-06,1.468243e-06,-1.623992e-06,3.093867542501729e-06,3.1155848561596255e-06,3.089241613832276e-06
-0.1144319999999999,3.089173e-06,1.435868e-06,-1.653305e-06,3.1030744226185434e-06,3.118231514993341e-06,3.092175520306023e-06
-0.113357,3.146486e-06,1.48618e-06,-1.660305e-06,3.1133976178874744e-06,3.1213254877816686e-06,3.0956502597110354e-06
-0.112283,3.162673e-06,1.54743e-06,-1.615242e-06,3.124571496244902e-06,3.1248617121927876e-06,3.099668439417274e-06
-0.111208,3.160048e-06,1.602555e-06,-1.557493e-06,3.1363102581296444e-06,3.128833926034681e-06,3.1042318453442576e-06
-0.110134,3.164423e-06,1.651117e-06,-1.513305e-06,3.1483186533120764e-06,3.133234964749131e-06,3.1093414299866764e-06
-0.1090589999999999,3.174923e-06,1.692679e-06,-1.482243e-06,3.1603030854364737e-06,3.1380570665623824e-06,3.114997301423175e-06
-0.107985,3.189798e-06,1.718929e-06,-1.470868e-06,3.1719826970770115e-06,3.1432921733134152e-06,3.121198713370545e-06
-0.1069099999999999,3.19286e-06,1.740804e-06,-1.452056e-06,3.1831000342451347e-06,3.1489322153406615e-06,3.1279440563474795e-06
-0.105836,3.19811e-06,1.753929e-06,-1.444181e-06,3.193430906561708e-06,3.1549693695491743e-06,3.1352308500140137e-06
-0.1047609999999999,3.202485e-06,1.754804e-06,-1.447681e-06,3.202793086544685e-06,3.161396280868117e-06,3.143055736754699e-06
-0.103687,3.209048e-06,1.756117e-06,-1.452931e-06,3.2110535276899784e-06,3.168206238705229e-06,3.1514144765754166e-06
-0.102612,3.209923e-06,1.756117e-06,-1.453806e-06,3.218133825468293e-06,3.1753933016700398e-06,3.160301943385437e-06
-0.1015379999999999,3.228735e-06,1.762242e-06,-1.466493e-06,3.2240136974694786e-06,3.1829523657290787e-06,3.1697121227378598e-06
-0.100463,3.251485e-06,1.764429e-06,-1.487055e-06,3.2287323183791745e-06,3.190879173032122e-06,3.1796381111028094e-06
-0.099389504,3.286485e-06,1.773617e-06,-1.512868e-06,3.2323874121489946e-06,3.199170260867149e-06,3.1900721167486994e-06
-0.098315016,3.316672e-06,1.782804e-06,-1.533868e-06,3.2351320775578774e-06,3.2078228525213597e-06,3.2010054623074307e-06
-0.097240536,3.366984e-06,1.788929e-06,-1.578055e-06,3.2371694040793624e-06,3.2168346942009676e-06,3.2124285890995118e-06
-0.096166048,3.418609e-06,1.797679e-06,-1.62093e-06,3.238745021674013e-06,3.226203844539292e-06,3.2243310632947174e-06
-0.095091576,3.471109e-06,1.807304e-06,-1.663805e-06,3.2401378188432e-06,3.2359284255313055e-06,3.2367015839829468e-06
-0.094017096,3.450984e-06,1.807741e-06,-1.643242e-06,3.2416491544838343e-06,3.246006345881631e-06,3.2495279932283357e-06
-0.092942608,3.292172e-06,1.786304e-06,-1.505868e-06,3.243590975296521e-06,3.2564350096227205e-06,3.262797288177236e-06
-0.091868136,3.084798e-06,1.734242e-06,-1.350556e-06,3.2462733241672547e-06,3.2672110243024784e-06,3.2764956352873274e-06
-0.090793648,2.934299e-06,1.679555e-06,-1.254744e-06,3.249991777012685e-06,3.278329923889655e-06,3.290608386740663e-06
-0.089719168,2.918549e-06,1.62793e-06,-1.290619e-06,3.2550153672321964e-06,3.289785921646668e-06,3.305120099097731e-06
-0.088644688,3.111048e-06,1.600367e-06,-1.51068e-06,3.26157554229899e-06,3.3015717074775168e-06,3.3200145542425445e-06
-0.087570208,3.276422e-06,1.606492e-06,-1.66993e-06,3.2698566458644954e-06,3.3136783026806625e-06,3.33527478266039e-06
-0.086495728,3.366984e-06,1.729867e-06,-1.637117e-06,3.279988337103241e-06,3.3260949827464703e-06,3.3508830890802703e-06
-0.08542124,3.24536e-06,1.857179e-06,-1.388181e-06,3.292040257331815e-06,3.3388092760411818e-06,3.366821080503507e-06
-0.08434676,3.146485e-06,1.874241e-06,-1.272244e-06,3.306019143217338e-06,3.3518070431355364e-06,3.383069696628627e-06
-0.08327228,3.22611e-06,1.877304e-06,-1.348806e-06,3.321868474408781e-06,3.3650726383450853e-06,3.3996092426707348e-06
-0.0821978,3.351672e-06,1.834429e-06,-1.517243e-06,3.3394706358244767e-06,3.3785891518719292e-06,3.4164194245612438e-06
-0.08112332,3.384485e-06,1.703179e-06,-1.681305e-06,3.358651473750459e-06,3.3923387278629645e-06,3.4334793865011553e-06
-0.08004884,3.386234e-06,1.638867e-06,-1.747367e-06,3.379187033043354e-06,3.406302950818261e-06,3.4507677508282277e-06
-0.07897436,3.430422e-06,1.67518e-06,-1.755242e-06,3.400812183420514e-06,3.4204632901953564e-06,3.468262660145388e-06
-0.077899872,3.474172e-06,1.734679e-06,-1.739492e-06,3.4232307790825472e-06,3.4348015908537903e-06,3.485941821644843e-06
-0.076825392,3.486422e-06,1.801179e-06,-1.685242e-06,3.446126949415456e-06,3.4493005952348e-06,3.503782553549585e-06
-0.07575092,3.492109e-06,1.854116e-06,-1.637992e-06,3.469177089388091e-06,3.4639444819080234e-06,3.521761833581419e-06
-0.074676432,3.521421e-06,1.905741e-06,-1.61568e-06,3.4920621055205416e-06,3.478719404349627e-06,3.539856349352344e-06
-0.073601952,3.521421e-06,1.941178e-06,-1.580242e-06,3.5144794753360804e-06,3.493614013535671e-06,3.5580425505641214e-06
-0.072527472,3.547234e-06,1.966116e-06,-1.581117e-06,3.536154693103449e-06,3.508619948119195e-06,3.576296702889245e-06
-0.071452992,3.556421e-06,1.983178e-06,-1.573242e-06,3.55685170050482e-06,3.5237322765797475e-06,3.5945949433951847e-06
-0.070378512,3.561234e-06,1.989303e-06,-1.57193e-06,3.576381935960946e-06,3.538949876756668e-06,3.6129133373628932e-06
-0.069304024,3.585296e-06,1.991491e-06,-1.593805e-06,3.59461167944126e-06,3.5542757395681022e-06,3.631227936340033e-06
-0.068229552,3.602796e-06,1.996741e-06,-1.606055e-06,3.6114674198564517e-06,3.569717185442758e-06,3.6495148372592945e-06
-0.067155064,3.627296e-06,2.009865e-06,-1.61743e-06,3.626939029184442e-06,3.5852859840179814e-06,3.6677502424425794e-06
-0.066080584,3.660546e-06,2.018178e-06,-1.642367e-06,3.641080591319051e-06,3.6009983699545352e-06,3.6859105203027137e-06
-0.065006108,3.703858e-06,2.025178e-06,-1.67868e-06,3.654008804520926e-06,3.6168749502544813e-06,3.7039722665457726e-06
-0.06393162,3.772107e-06,2.042678e-06,-1.729429e-06,3.6658989545932828e-06,3.6329405012106476e-06,3.72191236566916e-06
-0.062857144,3.821982e-06,2.050553e-06,-1.771429e-06,3.6769785415006847e-06,3.649223656024567e-06,3.739708052543204e-06
-0.06178266,3.900732e-06,2.06849e-06,-1.832241e-06,3.6875187343575714e-06,3.665756487152279e-06,3.757336973857373e-06
