Applied potential [V];WE current [A]
0.0;-3.2507854e-05
-0.001185546;-2.9545468e-05
-0.0023710930000000003;-2.7165478e-05
-0.0035566400000000002;-2.5423886e-05
-0.004742187;-2.435989e-05
-0.0059277340000000005;-2.3497494e-05
-0.007113281000000001;-2.2976696e-05
-0.008298828000000001;-2.2640698e-05
-0.009484375;-2.22711e-05
-0.010669922;-2.2047102e-05
-0.011855468000000001;-2.2013502e-05
-0.013041016;-2.2080702e-05
-0.014226562000000002;-2.21255e-05
-0.015412109;-2.20359e-05
-0.016597657000000002;-2.21423e-05
-0.017783202;-2.24223e-05
-0.01896875;-2.2691096e-05
-0.020154298;-2.2786298e-05
-0.021339844;-2.2959896e-05
-0.022525390000000003;-2.3458296e-05
-0.023710936000000002;-2.3822294e-05
-0.024896484;-2.4091092e-05
-0.026082032;-2.464549e-05
-0.027267578;-2.5110286e-05
-0.028453124000000003;-2.5558286e-05
-0.029638672;-2.6023083999999998e-05
-0.030824218;-2.666148e-05
-0.032009766;-2.7204678e-05
-0.033195314000000004;-2.7742274e-05
-0.03438086;-2.8397474e-05
-0.035566404;-2.9108668e-05
-0.036751952000000004;-2.9769466e-05
-0.0379375;-3.0452662e-05
-0.039123048;-3.118626e-05
-0.040308596;-3.1970256e-05
-0.041494140000000006;-3.2692652e-05
-0.042679688;-3.3437452e-05
-0.043865232000000004;-3.4333444e-05
-0.045050780000000006;-3.5089444e-05
-0.046236328;-3.589024e-05
-0.047421872000000004;-3.6719036e-05
-0.048607420000000005;-3.7542232e-05
-0.049792968;-3.8410228e-05
-0.050978516;-3.9043024e-05
-0.052164064;-3.9804619999999996e-05
-0.053349612000000005;-4.055502e-05
-0.054535156;-4.1322212e-05
-0.055720700000000005;-4.2100607999999997e-05
-0.056906248000000006;-4.2834208e-05
-0.058091796;-4.3534204e-05
-0.059277344;-4.43462e-05
-0.060462888000000006;-4.4850196e-05
-0.061648436;-4.5449396e-05
-0.06283398800000001;-4.6205392e-05
-0.064019532;-4.6759792e-05
-0.065205076;-4.7302988e-05
-0.06639062800000001;-4.7812584e-05
-0.067576168;-4.8338984e-05
-0.06876172;-4.8764579999999996e-05
-0.06994726400000001;-4.9178976e-05
-0.071132808;-4.9800576e-05
-0.07231836;-5.0046972e-05
-0.07350390400000001;-5.0394171999999996e-05
-0.074689456;-5.0718972e-05
-0.075875;-5.1217368e-05
-0.07706054400000001;-5.1486168e-05
-0.078246096;-5.1614968e-05
-0.07943164000000001;-5.1833364e-05
-0.080617192;-5.2197364e-05
-0.081802736;-5.2393364e-05
-0.08298828000000001;-5.2690164e-05
-0.084173832;-5.289736e-05
-0.085359376;-5.3082164e-05
-0.08654492000000001;-5.3070964e-05
-0.08773046400000001;-5.3261364e-05
-0.088916008;-5.347976e-05
-0.09010156000000001;-5.351896e-05
-0.09128710400000001;-5.3882959999999996e-05
-0.092472656;-5.379896e-05
-0.09365820000000001;-5.3944559999999996e-05
-0.09484374400000001;-5.401176e-05
-0.096029296;-5.4073355999999996e-05
-0.09721484000000001;-5.4106956e-05
-0.098400392;-5.4034156e-05
-0.099585936;-5.421896e-05
-0.100771;-5.4039756e-05
-0.10195699999999999;-5.4162955999999996e-05
-0.103142;-5.4157352e-05
-0.10432799999999999;-5.4129356e-05
-0.105513;-5.4050956e-05
-0.10669899999999999;-5.4000556e-05
-0.107884;-5.390536e-05
-0.10907;-5.374856e-05
-0.11025499999999999;-5.3642156e-05
-0.111441;-5.3765356e-05
-0.11262599999999999;-5.331176e-05
-0.113812;-5.327816e-05
-0.11499799999999999;-5.318856e-05
-0.116183;-5.2785364e-05
-0.117369;-5.2639764e-05
-0.11855399999999999;-5.2432567999999996e-05
-0.11974;-5.1939764e-05
-0.12092499999999999;-5.1542172e-05
-0.122111;-5.1295772e-05
-0.12329599999999999;-5.0836572e-05
-0.124482;-5.0517376e-05
-0.125667;-5.0130972e-05
-0.126853;-4.9582176e-05
-0.128039;-4.9122979999999996e-05
-0.129224;-4.8523784e-05
-0.13041;-4.7801384e-05
-0.131595;-4.7207788e-05
-0.13278099999999998;-4.6877388e-05
-0.133966;-4.5930991999999996e-05
-0.135152;-4.5258996e-05
-0.13633699999999999;-4.44862e-05
-0.137523;-4.3506204e-05
-0.138708;-4.2716611999999996e-05
-0.139894;-4.1915812e-05
-0.14107999999999998;-4.0952616e-05
-0.142265;-3.991662e-05
-0.143451;-3.9020623999999996e-05
-0.144636;-3.8007028e-05
-0.145822;-3.6842235999999996e-05
-0.147007;-3.582864e-05
-0.148193;-3.4680644e-05
-0.14937799999999998;-3.3611048e-05
-0.150564;-3.2524654e-05
-0.151749;-3.1471859999999997e-05
-0.152935;-3.0497464e-05
-0.15412099999999998;-2.940547e-05
-0.155306;-2.8358273999999998e-05
-0.156492;-2.7221478e-05
-0.15767699999999998;-2.6196682e-05
-0.158863;-2.5071088e-05
-0.160048;-2.4007092e-05
-0.161234;-2.3155896e-05
-0.16241899999999998;-2.2243102e-05
-0.163605;-2.1223904e-05
-0.164791;-2.0339108e-05
-0.16597599999999998;-1.9588712e-05
-0.167162;-1.8922314e-05
-0.168347;-1.8283918e-05
-0.169533;-1.7544722e-05
-0.17071799999999998;-1.6850324e-05
-0.171904;-1.6267926e-05
-0.173089;-1.5926329e-05
-0.17427499999999999;-1.5299131999999998e-05
-0.17546;-1.4923933e-05
-0.176646;-1.4425535e-05
-0.177832;-1.3988737e-05
-0.17901699999999998;-1.3619139e-05
-0.180203;-1.3355940999999999e-05
-0.181388;-1.2902342e-05
-0.182574;-1.2471144e-05
-0.18375899999999998;-1.2062346e-05
-0.184945;-1.1894346e-05
