Voltage [V],Current [uA]
-0.0009765625,0.1900196075439453
-0.0019140243530273438,0.18095970153808594
-0.0029296875,0.1761913299560547
-0.003945350646972656,0.1747608184814453
-0.0048828125,0.1709461212158203
-0.005898475646972656,0.1704692840576172
-0.0069141387939453125,0.16808509826660156
-0.007929801940917969,0.16617774963378906
-0.008867263793945312,0.16427040100097656
-0.009882926940917969,0.1647472381591797
-0.010898590087890625,0.16570091247558594
-0.011836051940917969,0.16379356384277344
-0.012851715087890625,0.16236305236816406
-0.013867378234863281,0.16236305236816406
-0.014804840087890625,0.16188621520996094
-0.01582050323486328,0.15997886657714844
-0.016836166381835938,0.1590251922607422
-0.017851829528808594,0.1595020294189453
-0.018789291381835938,0.1575946807861328
-0.019804954528808594,0.1571178436279297
-0.02082061767578125,0.1556873321533203
-0.021758079528808594,0.1552104949951172
-0.02277374267578125,0.15556812286376953
-0.023789405822753906,0.1556873321533203
-0.02472686767578125,0.1556873321533203
-0.025742530822753906,0.15473365783691406
-0.026758193969726562,0.1537799835205078
-0.027695655822753906,0.15473365783691406
-0.028711318969726562,0.1537799835205078
-0.02972698211669922,0.1513957977294922
-0.030742645263671875,0.15234947204589844
-0.03168010711669922,0.15282630920410156
-0.032695770263671875,0.15044212341308594
-0.03371143341064453,0.1518726348876953
-0.034648895263671875,0.1494884490966797
-0.03566455841064453,0.1513957977294922
-0.03668022155761719,0.1499652862548828
-0.03761768341064453,0.1499652862548828
-0.03863334655761719,0.14901161193847656
-0.039649009704589844,0.14901161193847656
-0.040663719177246094,0.14889240264892578
-0.041602134704589844,0.14901161193847656
-0.042616844177246094,0.14898180961608887
-0.04363250732421875,0.14901161193847656
-0.044569969177246094,0.14901161193847656
-0.04558563232421875,0.14901161193847656
-0.046601295471191406,0.1475811004638672
-0.04753875732421875,0.14710426330566406
-0.048554420471191406,0.1480579376220703
-0.04957008361816406,0.14662742614746094
-0.050507545471191406,0.1475811004638672
-0.05152320861816406,0.14853477478027344
-0.05253887176513672,0.1480579376220703
-0.053554534912109375,0.1475811004638672
-0.05449199676513672,0.14662742614746094
-0.055507659912109375,0.14662742614746094
-0.05652332305908203,0.1475811004638672
-0.057460784912109375,0.1480579376220703
-0.05847644805908203,0.14662742614746094
-0.05949211120605469,0.1480579376220703
-0.06042957305908203,0.14662742614746094
-0.06144523620605469,0.1480579376220703
-0.062460899353027344,0.14901161193847656
-0.0634765625,0.1480579376220703
-0.06441402435302734,0.14901161193847656
-0.0654296875,0.1480579376220703
-0.06644535064697266,0.1494884490966797
-0.0673828125,0.14853477478027344
-0.06839847564697266,0.14901161193847656
-0.06941413879394531,0.14901161193847656
-0.07035160064697266,0.1494884490966797
-0.07136726379394531,0.15044212341308594
-0.07238292694091797,0.15091896057128906
-0.07332038879394531,0.15163421630859375
-0.07433605194091797,0.15282630920410156
-0.07535171508789062,0.15234947204589844
-0.07636737823486328,0.1533031463623047
-0.07730484008789062,0.1533031463623047
-0.07832050323486328,0.15282630920410156
-0.07933616638183594,0.1533031463623047
-0.08027362823486328,0.15473365783691406
-0.08128929138183594,0.1552104949951172
-0.0823049545288086,0.1556873321533203
-0.08324241638183594,0.15807151794433594
-0.0842580795288086,0.15807151794433594
-0.08527374267578125,0.1590251922607422
-0.0862112045288086,0.1595020294189453
-0.08722686767578125,0.16045570373535156
-0.0882425308227539,0.1614093780517578
-0.08925819396972656,0.16188621520996094
-0.0901956558227539,0.1628398895263672
-0.09121131896972656,0.1633167266845703
-0.09222698211669922,0.16427040100097656
-0.09316444396972656,0.16617774963378906
-0.09418010711669922,0.16617774963378906
-0.09519577026367188,0.16808509826660156
-0.09613323211669922,0.16808509826660156
-0.09714889526367188,0.1709461212158203
-0.09816455841064453,0.1709461212158203
-0.09918022155761719,0.1728534698486328
-0.10011768341064453,0.17380714416503906
-0.10113334655761719,0.1742839813232422
-0.10214900970458984,0.17571449279785156
-0.10308647155761719,0.1766681671142578
-0.10410213470458984,0.1780986785888672
-0.1051177978515625,0.18095970153808594
-0.10605525970458984,0.18286705017089844
-0.1070709228515625,0.18286705017089844
-0.10808658599853516,0.1842975616455078
-0.1090240478515625,0.18715858459472656
-0.11003971099853516,0.1862049102783203
-0.11105537414550781,0.1881122589111328
-0.11207103729248047,0.1900196075439453
-0.11300849914550781,0.19240379333496094
-0.11402416229248047,0.19431114196777344
-0.11503982543945312,0.1952648162841797
-0.11597728729248047,0.19812583923339844
-0.11699295043945312,0.1995563507080078
-0.11800861358642578,0.20194053649902344
-0.11894607543945312,0.2028942108154297
-0.11996173858642578,0.20623207092285156
-0.12097740173339844,0.2086162567138672
-0.1219930648803711,0.2110004425048828
-0.12293052673339844,0.2124309539794922
-0.1239461898803711,0.2162456512451172
-0.12496089935302734,0.2181529998779297
-0.1258993148803711,0.21958351135253906
-0.12691497802734375,0.2224445343017578
-0.1279296875,0.2262592315673828
-0.12886810302734375,0.2276897430419922
-0.1298828125,0.23102760314941406
-0.13089847564697266,0.2334117889404297
-0.1318359375,0.23627281188964844
-0.13285160064697266,0.2415180206298828
-0.1338672637939453,0.2429485321044922
-0.13488292694091797,0.24580955505371094
-0.1358203887939453,0.25010108947753906
-0.13683605194091797,0.25343894958496094
-0.13785171508789062,0.25582313537597656
-0.13878917694091797,0.26106834411621094
-0.13980484008789062,0.26345252990722656
-0.14082050323486328,0.2682209014892578
-0.14175796508789062,0.27298927307128906
-0.14277362823486328,0.2758502960205078
-0.14378929138183594,0.28061866760253906
-0.1448049545288086,0.28443336486816406
-0.14574241638183594,0.2887248992919922
-0.1467580795288086,0.2925395965576172
-0.14777374267578125,0.29778480529785156
-0.1487112045288086,0.3039836883544922
-0.14972686767578125,0.30875205993652344
-0.1507425308227539,0.3120899200439453
-0.15167999267578125,0.3178119659423828
-0.1526956558227539,0.32258033752441406
-0.15371131896972656,0.3273487091064453
-0.1546487808227539,0.3345012664794922
-0.15566444396972656,0.33736228942871094
-0.15668010711669922,0.3445148468017578
-0.15769577026367188,0.3483295440673828
-0.15863323211669922,0.3559589385986328
-0.15964889526367188,0.35881996154785156
-0.16066455841064453,0.36597251892089844
-0.16160202026367188,0.37169456481933594
-0.16261768341064453,0.37789344787597656
-0.1636333465576172,0.3826618194580078
-0.16457080841064453,0.3883838653564453
-0.1655864715576172,0.3941059112548828
-0.16660213470458984,0.40030479431152344
-0.1676177978515625,0.4069805145263672
-0.16855525970458984,0.41222572326660156
-0.1695709228515625,0.4189014434814453
-0.17058658599853516,0.42557716369628906
-0.1715240478515625,0.43082237243652344
-0.17253971099853516,0.4360675811767578
-0.1735553741455078,0.4417896270751953
-0.17449283599853516,0.44798851013183594
-0.1755084991455078,0.45371055603027344
-0.17652416229248047,0.4603862762451172
-0.1774616241455078,0.4661083221435547
-0.17847728729248047,0.46944618225097656
-0.17949295043945312,0.4761219024658203
-0.18050861358642578,0.4818439483642578
-0.18144607543945312,0.4870891571044922
-0.18246173858642578,0.4932880401611328
-0.18347740173339844,0.4966259002685547
-0.18441486358642578,0.5033016204833984
-0.18543052673339844,0.5066394805908203
-0.1864461898803711,0.5123615264892578
-0.18738365173339844,0.5161762237548828
-0.1883993148803711,0.5214214324951172
-0.18941497802734375,0.5261898040771484
-0.1904306411743164,0.5300045013427734
-0.19136810302734375,0.5328655242919922
-0.1923837661743164,0.5366802215576172
-0.19339942932128906,0.5395412445068359
-0.1943368911743164,0.5428791046142578
-0.19535255432128906,0.5471706390380859
-0.19636821746826172,0.5505084991455078
-0.19730567932128906,0.5524158477783203
-0.19832134246826172,0.5548000335693359
-0.19933700561523438,0.5571842193603516
-0.20027446746826172,0.5590915679931641
-0.20129013061523438,0.5609989166259766
-0.20230579376220703,0.5619525909423828
-0.2033214569091797,0.5633831024169922
-0.20425891876220703,0.5643367767333984
-0.2052745819091797,0.5638599395751953
-0.20629024505615234,0.5652904510498047
-0.2072277069091797,0.5652904510498047
-0.20824337005615234,0.5648136138916016
-0.209259033203125,0.5643367767333984
-0.21019649505615234,0.5638599395751953
-0.211212158203125,0.5614757537841797
-0.21222686767578125,0.5609989166259766
-0.213165283203125,0.5600452423095703
-0.21417999267578125,0.5571842193603516
-0.2151956558227539,0.5562305450439453
-0.21621131896972656,0.5519390106201172
-0.2171487808227539,0.5500316619873047
-0.21816444396972656,0.5471706390380859
-0.21918010711669922,0.5438327789306641
-0.22011756896972656,0.5395412445068359
-0.22113323211669922,0.5357265472412109
