Voltage [V],Current [uA]
-0.050038896,84.333608
-0.051039672,85.094552
-0.052040452,85.338808
-0.053041232,85.451544
-0.054042008,85.564272
-0.055042784,85.592456
-0.056043564,85.658216
-0.057044344,85.658224
-0.05804512,85.705192
-0.059045896,85.705192
-0.060046676,85.723984
-0.061047452,85.723984
-0.062048232,85.733368
-0.063049012,85.695792
-0.064049788,85.714584
-0.065050564,85.733368
-0.06605134,85.705192
-0.06705212,85.742768
-0.068052896,85.714584
-0.06905368,85.742768
-0.070054456,85.723984
-0.071055232,85.723984
-0.072056008,85.723982
-0.073056784,85.723984
-0.074057568,85.723976
-0.075058344,85.695792
-0.076059128,85.761552
-0.077059904,85.723984
-0.07806068,85.705192
-0.079061456,85.777998
-0.080062232,85.855504
-0.081063008,85.827312
-0.082063784,85.855504
-0.083064568,85.836712
-0.084065344,85.855504
-0.085066128,85.855504
-0.086066904,85.862546
-0.08706768,85.874288
-0.088068456,85.864888
-0.089069232,85.874288
-0.090070008,85.874288
-0.091070792,85.864888
-0.092071568,85.874288
-0.093072344,85.855504
-0.094073128,85.874288
-0.095073904,85.88368
-0.09607468,85.883688
-0.097075456,85.864896
-0.09807624,85.855504
-0.099077016,85.855504
-0.100077792,85.874288
-0.101078568,85.893072
-0.102079344,85.864896
-0.10308012,85.874288
-0.104080904,85.88368
-0.105081688,85.893072
-0.106082464,85.893072
-0.10708324,85.876634
-0.108084016,85.864888
-0.109084792,85.855504
-0.110085568,85.855504
-0.111086344,85.864888
-0.112087128,85.893072
-0.113087904,85.874288
-0.114088688,85.893072
-0.115089464,85.88368
-0.11609024,85.874288
-0.117091016,85.874288
-0.118091792,85.883688
-0.119092576,85.90248
-0.120093352,85.88368
-0.121094128,85.911864
-0.122094904,85.90248
-0.12309568,85.874288
-0.124096464,85.911864
-0.125097248,85.864896
-0.126098024,85.893072
-0.1270988,85.874288
-0.128099576,85.930648
-0.129100352,85.827314
-0.130101128,85.75216
-0.131101904,85.75216
-0.13210268,85.761552
-0.133103464,85.761552
-0.13410424,85.75216
-0.135105,85.75216
-0.136105,85.761552
-0.137106,85.770952
-0.138107,85.75216
-0.139108,85.780344
-0.140108,85.770952
-0.141109,85.761552
-0.14211,85.789744
-0.143111,85.770952
-0.144112,85.780344
-0.145112,85.761552
-0.146113,85.780344
-0.147114,85.761552
-0.148115,85.780344
-0.149115,85.770952
-0.150116,85.780344
-0.151117,85.789744
-0.152118,85.770952
-0.153119,85.799128
-0.154119,85.780344
-0.15512,85.808528
-0.156121,85.780344
-0.157122,85.780344
-0.158122,85.789744
-0.159123,85.780344
-0.160124,85.799128
-0.161125,85.789744
-0.162126,85.789744
-0.163126,85.808528
-0.164127,85.808528
-0.165128,85.799136
-0.166129,85.789744
-0.167129,85.808528
-0.16813,85.799128
-0.169131,85.81792
-0.170132,85.780344
-0.171133,85.808528
-0.172133,85.799136
-0.173134,85.789744
-0.174135,85.789744
-0.17513600000000001,85.789744
-0.176136,85.780348
-0.177137,85.770952
-0.178138,85.770952
-0.179139,85.789744
-0.18014,85.808528
-0.18114,85.799136
-0.182141,85.799128
-0.183142,85.799136
-0.184143,85.789744
-0.185143,85.808528
-0.186144,85.799128
-0.187145,85.827312
-0.188146,85.836712
-0.189147,85.808528
-0.190147,85.808528
-0.191148,85.81792
-0.192149,85.81792
-0.19315,85.822616
-0.19415,85.827312
-0.195151,85.827312
-0.196152,85.827312
-0.197153,85.827312
-0.198154,85.827312
-0.199154,85.836712
-0.200155,85.827312
-0.201156,85.836712
-0.202157,85.817928
-0.203157,85.836712
-0.204158,85.846112
-0.205159,85.820274
-0.20616,85.799136
-0.207161,85.799136
-0.208161,85.815574
-0.209162,85.827312
-0.210163,85.836712
-0.211164,85.827312
-0.212164,85.846104
-0.213165,85.864896
-0.214166,85.855504
-0.215167,85.855504
-0.216168,85.846104
-0.217168,85.855504
-0.218169,85.848456
-0.21917,85.846104
-0.220171,85.846112
-0.221171,85.846104
-0.222172,85.855504
-0.223173,85.853154
-0.224174,85.855504
-0.225175,85.855504
-0.226175,85.855504
-0.227176,85.862546
-0.228177,85.864888
-0.229178,85.874288
-0.230178,85.876638
-0.231179,85.883688
-0.23218,85.883688
-0.233181,85.874288
-0.234182,85.890734
-0.235182,85.90248
-0.236183,85.90248
-0.237184,85.864896
-0.238185,85.88368
-0.239185,85.911864
-0.240186,85.90248
-0.241187,85.893072
-0.242188,85.893072
-0.243189,85.911864
-0.244189,85.90248
-0.24519,85.911864
-0.246191,85.874288
-0.247192,85.88368
-0.248192,85.911864
-0.249193,85.893072
-0.250194,85.90248
-0.251195,85.90248
-0.252196,85.90248
-0.253196,85.90248
-0.254197,85.911864
-0.255198,85.90248
-0.256199,85.940048
-0.257199,85.893072
-0.2582,85.930648
-0.259201,85.911864
-0.260202,85.940048
-0.261203,85.893072
-0.262203,85.930656
-0.263204,85.930656
-0.264205,85.949448
-0.265206,85.958832
-0.266206,85.949448
-0.267207,85.940048
-0.268208,85.949448
-0.269209,85.933006
-0.27021,85.921264
-0.27121,85.921264
-0.272211,85.949448
-0.273212,85.958832
-0.274213,85.96824
-0.275213,85.958832
-0.276214,85.96824
-0.277215,85.96824
-0.278216,85.949448
-0.279217,85.949448
-0.280217,85.949448
-0.281218,85.942398
-0.282219,85.930648
-0.28322,85.940048
-0.28422,85.921264
-0.285221,85.96824
-0.286222,85.911872
-0.287223,85.949448
-0.288224,86.017556
-0.289224,86.09976
-0.290225,86.109144
-0.291226,86.113846
-0.292227,86.118544
-0.293227,86.127936
-0.294228,86.118544
-0.295229,86.118544
-0.29623,86.109152
-0.297231,86.118544
-0.298231,86.146728
-0.299232,86.15612
-0.300233,86.15847
-0.301234,86.1567075
-0.302234,86.15612
-0.303235,86.15612
-0.304236,86.146728
-0.305237,86.16552
-0.306238,86.15612
-0.307238,86.156112
-0.308239,86.16552
-0.30924,86.156112
-0.310241,86.16552
-0.311241,86.156112
-0.312242,86.167864
-0.313243,86.174912
-0.314244,86.174912
-0.315245,86.203088
-0.316245,86.193696
-0.317246,86.156112
-0.318247,86.184304
-0.319248,86.203096
-0.320248,86.203088
-0.321249,86.184304
-0.32225,86.193696
-0.323251,86.174912
-0.324252,86.203088
-0.325252,86.174912
-0.326253,86.23128
-0.327254,86.203088
-0.328255,86.259464
-0.329255,86.23128
-0.330256,86.250064
-0.331257,86.259464
-0.332258,86.278248
-0.333259,86.278248
-0.334259,86.278248
-0.33526,86.278248
-0.336261,86.29704
-0.337262,86.306432
-0.338262,86.278248
-0.339263,86.224232
-0.340264,86.16552
-0.341265,86.146728
-0.342266,86.16552
-0.343266,86.146728
-0.344267,86.193704
-0.345268,86.193704
-0.346269,86.203088
-0.347269,86.184304
-0.34827,86.212488
-0.349271,86.23128
-0.35027200000000003,86.184304
-0.351273,86.203088
-0.352273,86.23128
-0.353274,86.23128
-0.354275,86.235978
-0.355276,86.240672
-0.356276,86.24068
-0.357277,86.259464
-0.358278,86.29704
-0.359279,86.259464
-0.36028,86.29704
-0.36128,86.29704
-0.362281,86.306432
-0.363282,86.315824
-0.364283,86.315824
-0.365283,86.344008
-0.366284,86.3534
-0.367285,86.3628
-0.368286,86.3628
-0.369287,86.3722
-0.370287,86.381584
-0.371288,86.409768
-0.372289,86.400368
-0.37329,86.409768
-0.37429,86.43796
-0.375291,86.43796
-0.376292,86.475528
-0.377293,86.42856
-0.378294,86.466136
-0.379294,86.48492
-0.380295,86.50372
-0.381296,86.484928
-0.382297,86.522504
-0.383297,86.56008
-0.384298,86.541288
-0.385299,86.541288
-0.3863,86.541288
-0.387301,86.578872
