Voltage [V],Current [uA]
-0.050038896,87.133144
-0.051039672,87.828328
-0.052040452,87.959848
-0.053041232,87.997424
-0.054042008,88.072584
-0.055042784,88.11016
-0.056043564,88.091368
-0.057044344,88.072584
-0.05804512,88.138344
-0.059045896,88.119552
-0.060046676,88.10076
-0.061047452,88.147736
-0.062048232,88.128944
-0.063049012,88.128944
-0.064049788,88.128944
-0.065050564,88.138344
-0.06605134,88.128946
-0.06705212,88.128944
-0.068052896,88.119552
-0.06905368,88.11016
-0.070054456,88.119544
-0.071055232,88.11016
-0.072056008,88.147736
-0.073056784,88.138344
-0.074057568,88.16652
-0.075058344,88.10076
-0.076059128,88.119552
-0.077059904,88.091366
-0.07806068,88.072576
-0.079061456,88.1688715
-0.080062232,88.269864
-0.081063008,88.24168
-0.082063784,88.222896
-0.083064568,88.288656
-0.084065344,88.269864
-0.085066128,88.251072
-0.086066904,88.279256
-0.08706768,88.260472
-0.088068456,88.288656
-0.089069232,88.288656
-0.090070008,88.260472
-0.091070792,88.288656
-0.092071568,88.251072
-0.093072344,88.251072
-0.094073128,88.269872
-0.095073904,88.269872
-0.09607468,88.279256
-0.097075456,88.279256
-0.09807624,88.260472
-0.099077016,88.29804
-0.100077792,88.269864
-0.101078568,88.279256
-0.102079344,88.279256
-0.10308012,88.251072
-0.104080904,88.260472
-0.105081688,88.29804
-0.106082464,88.279256
-0.10708324,88.298048
-0.108084016,88.298048
-0.109084792,88.293352
-0.110085568,88.288656
-0.111086344,88.288656
-0.112087128,88.279256
-0.113087904,88.279258
-0.114088688,88.269864
-0.115089464,88.279256
-0.11609024,88.288656
-0.117091016,88.288656
-0.118091792,88.288656
-0.119092576,88.288656
-0.120093352,88.298048
-0.121094128,88.316832
-0.122094904,88.288656
-0.12309568,88.298048
-0.124096464,88.283956
-0.125097248,88.269864
-0.126098024,88.279256
-0.1270988,88.29804
-0.128099576,88.316832
-0.129100352,88.236982
-0.130101128,88.157136
-0.131101904,88.17592
-0.13210268,88.185312
-0.133103464,88.138344
-0.13410424,88.157136
-0.135105,88.185312
