sep=;
Applied potential [V];WE current [A];WE current [A];WE current [A]
-0.50017;2.953986e-06;-4.47998e-07;-3.4019839999999998e-06
-0.499096;2.813987e-06;-3.63998e-07;-3.177985e-06
-0.498021;2.729987e-06;-3.21998e-07;-3.0519859999999998e-06
-0.49694699999999997;2.666988e-06;-3.00998e-07;-2.967986e-06
-0.495872;2.540988e-06;-2.79998e-07;-2.820987e-06
-0.49479799999999996;2.519988e-06;-2.44998e-07;-2.764987e-06
-0.493724;2.390489e-06;-2.41498e-07;-2.631988e-06
-0.492649;2.320489e-06;-2.55498e-07;-2.575988e-06
-0.491575;2.2609899999999998e-06;-1.8549899999999999e-07;-2.446489e-06
-0.4905;2.15599e-06;-2.11749e-07;-2.367739e-06
-0.48942599999999997;2.10349e-06;-1.8899899999999998e-07;-2.292489e-06
-0.488351;2.04574e-06;-1.59249e-07;-2.20499e-06
-0.48727699999999996;1.952116e-06;-1.56624e-07;-2.10874e-06
-0.48620199999999997;1.900491e-06;-1.37374e-07;-2.037865e-06
-0.485128;1.850616e-06;-1.27749e-07;-1.978366e-06
-0.48405299999999996;1.781492e-06;-1.29499e-07;-1.910991e-06
-0.482979;1.726804e-06;-1.21186e-07;-1.8479909999999999e-06
-0.481904;1.673867e-06;-1.14186e-07;-1.7880539999999999e-06
-0.48083;1.624867e-06;-1.0631199999999999e-07;-1.7311789999999999e-06
-0.479755;1.576305e-06;-9.9749552e-08;-1.676054e-06
-0.47868099999999997;1.530368e-06;-9.3187088e-08;-1.623555e-06
-0.477606;1.48618e-06;-8.6624616e-08;-1.572805e-06
-0.47653199999999996;1.443306e-06;-8.137464e-08;-1.52468e-06
-0.47545699999999996;1.402618e-06;-7.5249664e-08;-1.477868e-06
-0.474383;1.363243e-06;-6.9780936e-08;-1.433024e-06
-0.47330799999999995;1.324525e-06;-6.4968464e-08;-1.389493e-06
-0.472234;1.288212e-06;-6.015598400000001e-08;-1.348368e-06
-0.471159;1.252119e-06;-5.5343504e-08;-1.307462e-06
-0.470085;1.218213e-06;-5.1187276e-08;-1.2694e-06
-0.46901;1.185401e-06;-4.6812292e-08;-1.232213e-06
-0.46793599999999996;1.152588e-06;-4.3093556000000006e-08;-1.195682e-06
-0.466862;1.122182e-06;-3.9156076e-08;-1.161338e-06
-0.465787;1.091776e-06;-3.5656092e-08;-1.127432e-06
-0.464713;1.062901e-06;-3.1937358000000005e-08;-1.094838e-06
-0.463638;1.035339e-06;-2.8437374000000002e-08;-1.063776e-06
-0.462564;1.008214e-06;-2.5593638e-08;-1.033807e-06
-0.461489;9.82401e-07;-2.2093652e-08;-1.004495e-06
-0.46041499999999996;9.56808e-07;-1.9468664000000003e-08;-9.76276e-07
-0.45933999999999997;9.32527e-07;-1.6187429000000002e-08;-9.48714e-07
-0.458266;9.08464e-07;-1.4218687000000001e-08;-9.22683e-07
-0.45719099999999996;8.85714e-07;-1.1374950000000002e-08;-8.97089e-07
-0.456117;8.64168e-07;-8.421838e-09;-8.72589e-07
-0.455042;8.42949e-07;-5.796849e-09;-8.48746e-07
-0.453968;8.222769999999999e-07;-3.39061e-09;-8.25668e-07
-0.452893;8.02371e-07;-1.3124940000000001e-09;-8.03683e-07
-0.45181899999999997;7.82574e-07;5.46872e-10;-7.82027e-07
-0.450744;7.638709999999999e-07;2.734363e-09;-7.61137e-07
-0.44966999999999996;7.45715e-07;4.593729e-09;-7.41121e-07
-0.44859499999999997;7.28215e-07;6.453096000000001e-09;-7.21762e-07
-0.447521;7.11043e-07;8.312463e-09;-7.02731e-07
-0.44644599999999995;6.94637e-07;1.0062455e-08;-6.84575e-07
-0.445372;6.784499999999999e-07;1.1703073e-08;-6.66747e-07
