sep=;
Applied potential [V];WE current [A];WE current [A];WE current [A]
-0.393005;1.070962e-06;-6.10636e-07;-1.6815989999999999e-06
-0.39200399999999996;7.8913e-07;-4.32142e-07;-1.221273e-06
-0.391003;6.57608e-07;-3.38198e-07;-9.95807e-07
-0.390003;5.8809e-07;-2.86529e-07;-8.74619e-07
-0.38900199999999996;5.39239e-07;-2.45194e-07;-7.84433e-07
-0.388001;5.01661e-07;-2.14192e-07;-7.15853e-07
-0.38699999999999996;4.71599e-07;-2.15413e-07;-6.87013e-07
-0.386;4.48113e-07;-1.96624e-07;-6.44738e-07
-0.384999;4.28572e-07;-1.81593e-07;-6.10166e-07
-0.383998;4.11287e-07;-1.68253e-07;-5.79541e-07
-0.382997;3.96819e-07;-1.5698e-07;-5.538e-07
-0.381996;3.83855e-07;-1.46083e-07;-5.29938e-07
-0.380996;3.71267e-07;-1.37909e-07;-5.09176e-07
-0.37999499999999997;3.6083899999999997e-07;-1.30864112e-07;-4.91703e-07
-0.378994;3.51726e-07;-1.2428802400000002e-07;-4.76014e-07
-0.37799299999999997;3.43271e-07;-1.1771194400000001e-07;-4.6098299999999997e-07
-0.37699299999999997;3.34253e-07;-1.11135856e-07;-4.45388e-07
-0.375992;3.27395e-07;-1.0559316000000001e-07;-4.32988e-07
-0.37499099999999996;3.19503e-07;-1.0061412e-07;-4.20117e-07
-0.37399;3.12927e-07;-9.6104808e-08;-4.09032e-07
-0.37298899999999996;3.06351e-07;-9.2628872e-08;-3.9898e-07
-0.37198899999999996;3.00902e-07;-8.9059e-08;-3.89961e-07
-0.370988;2.95454e-07;-8.5958848e-08;-3.81412e-07
-0.369987;2.90193e-07;-8.2952632e-08;-3.73145e-07
-0.368986;2.85402e-07;-8.013430400000001e-08;-3.6553599999999997e-07
-0.367986;2.8060999999999997e-07;-7.759781600000001e-08;-3.58208e-07
-0.366985;2.76383e-07;-7.506132800000001e-08;-3.51444e-07
-0.365984;2.72156e-07;-7.2806672e-08;-3.44962e-07
-0.364983;2.68116e-07;-7.064595200000001e-08;-3.38762e-07
-0.36398199999999997;2.64264e-07;-6.8579184e-08;-3.32843e-07
-0.36298199999999997;2.606e-07;-6.6606364e-08;-3.27207e-07
Applied potential [V];WE current [A];WE current [A];WE current [A]
-0.393005;1.501602e-06;4.0029499999999997e-07;-1.101306e-06
-0.39200399999999996;1.603062e-06;3.9597399999999997e-07;-1.207087e-06
-0.391003;1.573657e-06;4.1495099999999997e-07;-1.158706e-06
-0.390003;1.5513919999999999e-06;4.34585e-07;-1.116807e-06
-0.38900199999999996;1.536361e-06;4.48864e-07;-1.087496e-06
-0.388001;1.523585e-06;4.5948e-07;-1.064104e-06
-0.38699999999999996;1.509493e-06;4.68123e-07;-1.04137e-06
-0.386;1.502353e-06;4.75544e-07;-1.026808e-06
-0.384999;1.496623e-06;4.84093e-07;-1.012529e-06
-0.383998;1.488544e-06;4.887909999999999e-07;-9.997519999999999e-07
-0.382997;1.480277e-06;4.926419999999999e-07;-9.87634e-07
-0.381996;1.4750159999999999e-06;4.956489999999999e-07;-9.79367e-07
-0.380996;1.467124e-06;4.996879999999999e-07;-9.67436e-07
-0.37999499999999997;1.4659029999999999e-06;5.05888e-07;-9.600139999999999e-07
-0.378994;1.456133e-06;5.06076e-07;-9.50056e-07
-0.37799299999999997;1.453127e-06;5.07955e-07;-9.45171e-07
-0.37699299999999997;1.452657e-06;5.1378e-07;-9.38877e-07
-0.375992;1.446175e-06;5.16598e-07;-9.295759999999999e-07
-0.37499099999999996;1.445423e-06;5.191349999999999e-07;-9.26288e-07
-0.37399;1.43772e-06;5.187589999999999e-07;-9.18961e-07
-0.37298899999999996;1.434526e-06;5.20919e-07;-9.13606e-07
-0.37198899999999996;1.434244e-06;5.22704e-07;-9.11539e-07
-0.370988;1.430298e-06;5.2618e-07;-9.04117e-07
-0.369987;1.427198e-06;5.27496e-07;-8.99702e-07
-0.368986;1.426353e-06;5.2975e-07;-8.96602e-07
-0.367986;1.423346e-06;5.33226e-07;-8.9012e-07
-0.366985;1.4235339999999999e-06;5.34729e-07;-8.88805e-07
-0.365984;1.416113e-06;5.34166e-07;-8.81947e-07
-0.364983;1.416395e-06;5.36326e-07;-8.80068e-07
-0.36398199999999997;1.412919e-06;5.3736e-07;-8.755579999999999e-07
-0.36298199999999997;1.414234e-06;5.41399e-07;-8.72834e-07
Applied potential [V];WE current [A];WE current [A];WE current [A]
-0.22697599999999998;3.02124e-07;2.14286e-07;-8.7837728e-08
-0.22597499999999998;3.723e-07;1.18181664e-07;-2.54118e-07
-0.22497399999999998;3.60087e-07;8.445573600000001e-08;-2.75631e-07
-0.22397399999999998;3.4937799999999997e-07;6.7170024e-08;-2.82208e-07
-0.22297299999999998;3.41298e-07;5.6742228000000006e-08;-2.84556e-07
-0.221972;3.35192e-07;4.9790368e-08;-2.85402e-07
-0.220971;3.3096499999999997e-07;4.5093164000000005e-08;-2.85871e-07
-0.21997;3.27489e-07;4.1711176000000005e-08;-2.85777e-07
-0.21897;3.24764e-07;3.9268632e-08;-2.85496e-07
-0.217969;3.2251e-07;3.7295804e-08;-2.85214e-07
-0.216968;3.20819e-07;3.5792700000000005e-08;-2.85026e-07
-0.215967;3.19597e-07;3.4759316e-08;-2.84838e-07
-0.214967;3.18564e-07;3.3913820000000004e-08;-2.8465e-07
-0.213966;3.17718e-07;3.3256208000000004e-08;-2.84462e-07
-0.212965;3.17249e-07;3.2786490000000004e-08;-2.84462e-07
-0.21196399999999999;3.16779e-07;3.2316768e-08;-2.84462e-07
-0.21096299999999998;3.16215e-07;3.1940990000000005e-08;-2.84274e-07
-0.20996299999999998;3.16121e-07;3.1753104e-08;-2.84368e-07
-0.20896199999999998;3.15933e-07;3.1377326e-08;-2.84556e-07
-0.20796099999999998;3.15933e-07;3.1283382000000006e-08;-2.8465e-07
-0.20695999999999998;3.15746e-07;3.1095494e-08;-2.8465e-07
-0.20596;3.1584e-07;3.1001550000000004e-08;-2.84838e-07
-0.204959;3.16121e-07;3.1001550000000004e-08;-2.8512e-07
-0.203958;3.15933e-07;3.0907604e-08;-2.85026e-07
-0.202957;3.16215e-07;3.0813660000000005e-08;-2.85402e-07
-0.201956;3.16309e-07;3.0813660000000005e-08;-2.85496e-07
-0.200956;3.16497e-07;3.0813660000000005e-08;-2.85683e-07
-0.199955;3.16779e-07;3.0813660000000005e-08;-2.85965e-07
-0.198954;3.16591e-07;3.0625776e-08;-2.85965e-07
-0.197953;3.16779e-07;3.071972e-08;-2.86059e-07
-0.196953;3.16779e-07;3.0625776e-08;-2.86153e-07
Applied potential [V];WE current [A];WE current [A];WE current [A]
-0.22697599999999998;2.237278e-06;7.5531e-07;-1.481968e-06
-0.22597499999999998;2.423663e-06;7.849019999999999e-07;-1.63876e-06
-0.22497399999999998;2.404217e-06;8.39954e-07;-1.564263e-06
-0.22397399999999998;2.394822e-06;8.85423e-07;-1.5093989999999999e-06
-0.22297299999999998;2.395292e-06;9.230939999999999e-07;-1.472197e-06
-0.221972;2.396701e-06;9.49774e-07;-1.446926e-06
-0.220971;2.401774e-06;9.71945e-07;-1.429828e-06
-0.21997;2.4117319999999997e-06;9.91204e-07;-1.420528e-06
-0.21897;2.418308e-06;1.006704e-06;-1.411603e-06
-0.217969;2.426012e-06;1.019481e-06;-1.40653e-06
-0.216968;2.430897e-06;1.029063e-06;-1.401833e-06
-0.215967;2.437755e-06;1.038457e-06;-1.399297e-06
-0.214967;2.445458e-06;1.045691e-06;-1.399766e-06
-0.213966;2.449873e-06;1.05067e-06;-1.399203e-06
-0.212965;2.45551e-06;1.058655e-06;-1.396854e-06
-0.21196399999999999;2.461805e-06;1.064574e-06;-1.39723e-06
-0.21096299999999998;2.460583e-06;1.065701e-06;-1.3948809999999999e-06
-0.20996299999999998;2.464905e-06;1.067956e-06;-1.396948e-06
-0.20896199999999998;2.467817e-06;1.071902e-06;-1.395915e-06
-0.20796099999999998;2.470259e-06;1.07472e-06;-1.395539e-06
-0.20695999999999998;2.469132e-06;1.075565e-06;-1.393566e-06
-0.20596;2.471575e-06;1.077069e-06;-1.394506e-06
-0.204959;2.468474e-06;1.075096e-06;-1.3933779999999999e-06
-0.203958;2.467723e-06;1.075471e-06;-1.392251e-06
-0.202957;2.4621799999999998e-06;1.07378e-06;-1.3883989999999999e-06
-0.201956;2.463589e-06;1.0722769999999999e-06;-1.391312e-06
-0.200956;2.4572009999999998e-06;1.07115e-06;-1.3860509999999999e-06
-0.199955;2.454947e-06;1.069553e-06;-1.385393e-06
-0.198954;2.449967e-06;1.067956e-06;-1.382011e-06
-0.197953;2.442828e-06;1.064668e-06;-1.378159e-06
-0.196953;2.438694e-06;1.062789e-06;-1.375905e-06
