sep=;
Applied potential [V];WE current [A];WE current [A];WE current [A]
-0.50017;3.009986e-06;-5.03997e-07;-3.513984e-06
-0.499096;2.841987e-06;-3.91998e-07;-3.233985e-06
-0.498021;2.757987e-06;-3.35998e-07;-3.093986e-06
-0.49694699999999997;2.673988e-06;-3.00998e-07;-2.974986e-06
-0.495872;2.575988e-06;-2.72998e-07;-2.848987e-06
-0.49479799999999996;2.456989e-06;-2.6599799999999997e-07;-2.722987e-06
-0.493724;2.414989e-06;-2.16999e-07;-2.631988e-06
-0.492649;2.288989e-06;-2.3799799999999998e-07;-2.5269879999999998e-06
-0.491575;2.20149e-06;-2.09999e-07;-2.411489e-06
-0.4905;2.13149e-06;-2.11749e-07;-2.343239e-06
-0.48942599999999997;2.05099e-06;-1.92499e-07;-2.243489e-06
-0.488351;1.991491e-06;-1.43499e-07;-2.13499e-06
-0.48727699999999996;1.922366e-06;-1.41749e-07;-2.064115e-06
-0.48620199999999997;1.8628659999999999e-06;-1.32124e-07;-1.994991e-06
-0.485128;1.798117e-06;-1.28624e-07;-1.9267409999999998e-06
-0.48405299999999996;1.742554e-06;-1.18561e-07;-1.8611159999999999e-06
-0.482979;1.689179e-06;-1.09812e-07;-1.798991e-06
-0.481904;1.637555e-06;-1.01937e-07;-1.739492e-06
-0.48083;1.588117e-06;-9.5374576e-08;-1.683492e-06
-0.479755;1.540868e-06;-8.8374608e-08;-1.6292419999999999e-06
-0.47868099999999997;1.495805e-06;-8.181213600000001e-08;-1.577617e-06
-0.477606;1.452931e-06;-7.5249664e-08;-1.52818e-06
-0.47653199999999996;1.411368e-06;-6.934344800000001e-08;-1.480712e-06
-0.47545699999999996;1.370681e-06;-6.4312212e-08;-1.434993e-06
-0.474383;1.3324e-06;-5.8843488e-08;-1.391243e-06
-0.47330799999999995;1.295431e-06;-5.381226e-08;-1.3492439999999999e-06
-0.472234;1.260213e-06;-4.9437284000000006e-08;-1.30965e-06
-0.471159;1.224994e-06;-4.5062300000000006e-08;-1.270056e-06
-0.470085;1.192619e-06;-4.0468572000000006e-08;-1.233088e-06
-0.46901;1.160244e-06;-3.6749836e-08;-1.196994e-06
-0.46793599999999996;1.129182e-06;-3.3031104e-08;-1.162213e-06
-0.466862;1.099651e-06;-2.9093622e-08;-1.128745e-06
-0.465787;1.070776e-06;-2.5812384000000003e-08;-1.0965879999999999e-06
-0.464713;1.043214e-06;-2.2093652e-08;-1.065307e-06
-0.463638;1.0163069999999999e-06;-1.8812416e-08;-1.03512e-06
-0.462564;9.90276e-07;-1.5968679000000002e-08;-1.006245e-06
-0.461489;9.65776e-07;-1.2687444e-08;-9.784639999999999e-07
-0.46041499999999996;9.41933e-07;-9.624957000000001e-09;-9.51558e-07
-0.45933999999999997;9.18308e-07;-6.999969000000001e-09;-9.25308e-07
-0.458266;8.95777e-07;-4.156231e-09;-8.99933e-07
-0.45719099999999996;8.74886e-07;-1.0937450000000001e-09;-8.759799999999999e-07
-0.456117;8.53339e-07;9.8437e-10;-8.52355e-07
-0.455042;8.3234e-07;3.0624860000000002e-09;-8.292769999999999e-07
-0.453968;8.12762e-07;5.3593510000000004e-09;-8.074019999999999e-07
-0.452893;7.93293e-07;7.656216e-09;-7.85637e-07
-0.45181899999999997;7.75574e-07;1.0062455e-08;-7.65512e-07
-0.450744;7.57309e-07;1.1812448e-08;-7.45496e-07
-0.44966999999999996;7.40246e-07;1.3671815e-08;-7.26574e-07
-0.44859499999999997;7.22965e-07;1.5640556e-08;-7.07324e-07
-0.447521;7.06778e-07;1.7390548e-08;-6.89387e-07
-0.44644599999999995;6.90809e-07;1.9031166e-08;-6.71778e-07
-0.445372;6.75825e-07;2.0562408e-08;-6.55262e-07
-0.444297;6.6084e-07;2.2203026000000002e-08;-6.38637e-07
-0.443223;6.464029999999999e-07;2.3843644e-08;-6.22559e-07
-0.442148;6.32512e-07;2.5156138e-08;-6.07356e-07
-0.44107399999999997;6.1895e-07;2.6359258e-08;-5.92591e-07
-0.439999;6.05497e-07;2.7671752e-08;-5.77825e-07
-0.43892499999999995;5.93356e-07;2.9312370000000003e-08;-5.64044e-07
-0.437851;5.803409999999999e-07;3.0077992000000004e-08;-5.50263e-07
-0.436776;5.68419e-07;3.1390486e-08;-5.37028e-07
-0.435702;5.56935e-07;3.2484232e-08;-5.2445e-07
-0.434627;5.45122e-07;3.3359226e-08;-5.11763e-07
-0.43355299999999997;5.34841e-07;3.4671724000000006e-08;-5.00169e-07
-0.432478;5.23903e-07;3.5546716e-08;-4.88357e-07
-0.43140399999999995;5.13622e-07;3.6312340000000004e-08;-4.7731e-07
-0.43032899999999996;5.03779e-07;3.7406084000000005e-08;-4.66372e-07
-0.429255;4.93388e-07;3.7952956e-08;-4.55435e-07
-0.42818;4.84529e-07;3.8937328000000005e-08;-4.45591e-07
-0.427106;4.75341e-07;3.9702948000000005e-08;-4.35638e-07
-0.426031;4.6659099999999997e-07;4.0468572000000006e-08;-4.26123e-07
-0.424957;4.57185e-07;4.0796692000000006e-08;-4.16388e-07
-0.423882;4.49857e-07;4.2109188000000004e-08;-4.07748e-07
-0.42280799999999996;4.41763e-07;4.2546684e-08;-3.99216e-07
-0.42173299999999997;4.34216e-07;4.3640428e-08;-3.90576e-07
-0.420659;4.2656e-07;4.4077928e-08;-3.8248199999999997e-07
-0.41958399999999996;4.19232e-07;4.4515428e-08;-3.74717e-07
-0.41851;4.11795e-07;4.5062300000000006e-08;-3.66732e-07
-0.417435;4.05123e-07;4.5937296000000005e-08;-3.59185e-07
