sep=;
Applied potential [V];WE current [A];WE current [A];WE current [A]
-0.50017;3.093986e-06;-5.31997e-07;-3.625983e-06
-0.499096;2.939986e-06;-4.33998e-07;-3.3739839999999998e-06
-0.498021;2.841987e-06;-3.7799799999999997e-07;-3.219985e-06
-0.49694699999999997;2.778987e-06;-3.35998e-07;-3.114986e-06
-0.495872;2.659988e-06;-3.14998e-07;-2.974986e-06
-0.49479799999999996;2.540988e-06;-3.00998e-07;-2.841987e-06
-0.493724;2.488488e-06;-2.6249799999999997e-07;-2.750987e-06
-0.492649;2.344989e-06;-2.76498e-07;-2.621488e-06
-0.491575;2.323989e-06;-2.09999e-07;-2.533988e-06
-0.4905;2.21549e-06;-2.08249e-07;-2.4237389999999998e-06
-0.48942599999999997;2.12974e-06;-1.94249e-07;-2.323989e-06
-0.488351;2.07199e-06;-1.80249e-07;-2.252239e-06
-0.48727699999999996;2.004616e-06;-1.69749e-07;-2.174365e-06
-0.48620199999999997;1.931991e-06;-1.63624e-07;-2.095615e-06
-0.485128;1.8611159999999999e-06;-1.54874e-07;-2.01599e-06
-0.48405299999999996;1.812554e-06;-1.39561e-07;-1.952116e-06
-0.482979;1.756992e-06;-1.30374e-07;-1.887366e-06
-0.481904;1.702742e-06;-1.22061e-07;-1.824804e-06
-0.48083;1.651117e-06;-1.14186e-07;-1.765304e-06
-0.479755;1.602555e-06;-1.0631199999999999e-07;-1.708867e-06
-0.47868099999999997;1.5544299999999999e-06;-9.9749552e-08;-1.65418e-06
-0.477606;1.50893e-06;-9.3624584e-08;-1.602555e-06
-0.47653199999999996;1.46518e-06;-8.7499616e-08;-1.55268e-06
-0.47545699999999996;1.424056e-06;-8.137464e-08;-1.50543e-06
-0.474383;1.383806e-06;-7.5249664e-08;-1.459056e-06
-0.47330799999999995;1.345306e-06;-6.999968800000001e-08;-1.415306e-06
-0.472234;1.3079e-06;-6.4968464e-08;-1.372868e-06
-0.471159;1.271806e-06;-6.015598400000001e-08;-1.331962e-06
