sep=;
Applied potential [V];WE current [A];WE current [A];WE current [A]
-0.50017;2.981986e-06;-4.75997e-07;-3.4579839999999997e-06
-0.499096;2.855987e-06;-3.7799799999999997e-07;-3.233985e-06
-0.498021;2.7719869999999997e-06;-3.35998e-07;-3.1079859999999998e-06
-0.49694699999999997;2.659988e-06;-3.07998e-07;-2.967986e-06
-0.495872;2.575988e-06;-2.86998e-07;-2.862987e-06
-0.49479799999999996;2.484988e-06;-2.93998e-07;-2.778987e-06
-0.493724;2.442988e-06;-2.41498e-07;-2.684487e-06
-0.492649;2.337989e-06;-2.27498e-07;-2.565488e-06
-0.491575;2.264489e-06;-2.02999e-07;-2.4674879999999998e-06
-0.4905;2.16999e-06;-2.18749e-07;-2.388739e-06
-0.48942599999999997;2.11399e-06;-2.04749e-07;-2.318739e-06
-0.488351;2.05449e-06;-1.69749e-07;-2.22424e-06
-0.48727699999999996;1.994991e-06;-1.46999e-07;-2.14199e-06
-0.48620199999999997;1.917991e-06;-1.49624e-07;-2.067615e-06
-0.485128;1.850616e-06;-1.43499e-07;-1.994116e-06
-0.48405299999999996;1.793304e-06;-1.26874e-07;-1.920178e-06
-0.482979;1.738179e-06;-1.1899899999999999e-07;-1.857179e-06
-0.481904;1.684804e-06;-1.11124e-07;-1.795929e-06
-0.48083;1.634492e-06;-1.03249e-07;-1.737742e-06
-0.479755;1.586367e-06;-9.668707200000001e-08;-1.683055e-06
-0.47868099999999997;1.5395549999999999e-06;-9.012460000000001e-08;-1.62968e-06
-0.477606;1.494493e-06;-8.3562128e-08;-1.578055e-06
-0.47653199999999996;1.451618e-06;-7.8312152e-08;-1.52993e-06
-0.47545699999999996;1.410274e-06;-7.240592800000001e-08;-1.4826799999999999e-06
-0.474383;1.369806e-06;-6.715595200000001e-08;-1.436962e-06
-0.47330799999999995;1.331962e-06;-6.168722800000001e-08;-1.39365e-06
-0.472234;1.294994e-06;-5.6874748000000004e-08;-1.3518679999999999e-06
-0.471159;1.2589e-06;-5.2499768000000006e-08;-1.3114e-06
-0.470085;1.224775e-06;-4.8124784000000006e-08;-1.2729e-06
-0.46901;1.191525e-06;-4.3968556000000006e-08;-1.235494e-06
-0.46793599999999996;1.158932e-06;-4.024982e-08;-1.199182e-06
-0.466862;1.128744e-06;-3.6093588e-08;-1.164838e-06
-0.465787;1.098995e-06;-3.2156106e-08;-1.131151e-06
-0.464713;1.070557e-06;-2.9093622e-08;-1.099651e-06
-0.463638;1.041464e-06;-2.5593638e-08;-1.067057e-06
-0.462564;1.014776e-06;-2.2749900000000003e-08;-1.0375259999999999e-06
-0.461489;9.88745e-07;-1.9468664000000003e-08;-1.008214e-06
-0.46041499999999996;9.63808e-07;-1.6406176e-08;-9.80214e-07
-0.45933999999999997;9.39308e-07;-1.356244e-08;-9.528699999999999e-07
-0.458266;9.15464e-07;-1.0937452e-08;-9.26402e-07
-0.45719099999999996;8.92933e-07;-8.093714000000001e-09;-9.010269999999999e-07
-0.456117;8.70839e-07;-5.468726e-09;-8.76308e-07
-0.455042;8.49511e-07;-3.171861e-09;-8.52683e-07
-0.453968;8.290579999999999e-07;-7.656210000000001e-10;-8.29824e-07
-0.452893;8.09261e-07;1.5312430000000001e-09;-8.0773e-07
