sep=;
Applied potential [V];WE current [A];WE current [A];WE current [A]
-0.50017;3.359985e-06;-6.01997e-07;-3.961982e-06
-0.499096;3.149985e-06;-4.89997e-07;-3.639983e-06
-0.498021;3.037986e-06;-4.19998e-07;-3.4579839999999997e-06
-0.49694699999999997;2.897987e-06;-4.05998e-07;-3.303985e-06
-0.495872;2.806987e-06;-3.28998e-07;-3.1359859999999997e-06
-0.49479799999999996;2.694987e-06;-3.14998e-07;-3.009986e-06
-0.493724;2.614488e-06;-2.90498e-07;-2.9049859999999998e-06
-0.492649;2.4674879999999998e-06;-2.76498e-07;-2.7439869999999998e-06
-0.491575;2.418489e-06;-2.76498e-07;-2.694988e-06
-0.4905;2.295989e-06;-2.57248e-07;-2.5532379999999997e-06
-0.48942599999999997;2.22949e-06;-2.29248e-07;-2.458739e-06
-0.488351;2.15424e-06;-2.04749e-07;-2.358989e-06
-0.48727699999999996;2.081615e-06;-1.95999e-07;-2.277614e-06
-0.48620199999999997;2.013365e-06;-1.84624e-07;-2.19799e-06
-0.485128;1.947741e-06;-1.74999e-07;-2.12274e-06
-0.48405299999999996;1.879491e-06;-1.67999e-07;-2.04749e-06
-0.482979;1.820866e-06;-1.53999e-07;-1.974866e-06
-0.481904;1.763992e-06;-1.4481099999999999e-07;-1.908804e-06
-0.48083;1.708867e-06;-1.36936e-07;-1.8458039999999999e-06
-0.479755;1.6572419999999999e-06;-1.28624e-07;-1.785867e-06
-0.47868099999999997;1.607367e-06;-1.21186e-07;-1.728554e-06
-0.477606;1.560117e-06;-1.14186e-07;-1.674305e-06
-0.47653199999999996;1.513743e-06;-1.0718699999999999e-07;-1.62093e-06
-0.47545699999999996;1.469993e-06;-1.00624e-07;-1.5706169999999999e-06
-0.474383;1.427556e-06;-9.4499584e-08;-1.522055e-06
-0.47330799999999995;1.386868e-06;-8.881210400000001e-08;-1.47568e-06
-0.472234;1.347931e-06;-8.3562128e-08;-1.431493e-06
-0.471159;1.310525e-06;-7.787465600000001e-08;-1.3884e-06
