sep=;
Applied potential [V];WE current [A];WE current [A];WE current [A]
-0.50017;2.547988e-06;-3.49998e-07;-2.897987e-06
-0.499096;2.225989e-06;-2.3799799999999998e-07;-2.463988e-06
-0.498021;2.04399e-06;-1.81999e-07;-2.22599e-06
-0.49694699999999997;1.882991e-06;-1.60999e-07;-2.04399e-06
-0.495872;1.784992e-06;-1.39999e-07;-1.924991e-06
-0.49479799999999996;1.693992e-06;-1.1899899999999999e-07;-1.812991e-06
-0.493724;1.595992e-06;-1.25999e-07;-1.721992e-06
-0.492649;1.5259929999999999e-06;-1.1899899999999999e-07;-1.644992e-06
-0.491575;1.469993e-06;-1.04999e-07;-1.574992e-06
-0.4905;1.412243e-06;-7.5249664e-08;-1.487493e-06
-0.48942599999999997;1.357993e-06;-6.8249696e-08;-1.426243e-06
-0.488351;1.314244e-06;-6.299972e-08;-1.377243e-06
-0.48727699999999996;1.273119e-06;-5.6874748000000004e-08;-1.329994e-06
-0.48620199999999997;1.231119e-06;-4.9874776e-08;-1.280994e-06
-0.485128;1.195244e-06;-4.4624800000000007e-08;-1.239869e-06
-0.48405299999999996;1.153682e-06;-3.9374824000000004e-08;-1.193057e-06
-0.482979;1.1178069999999999e-06;-3.4999844000000006e-08;-1.152807e-06
-0.481904;1.084995e-06;-3.106236e-08;-1.116057e-06
-0.48083;1.05437e-06;-2.6468634000000003e-08;-1.0808379999999999e-06
-0.479755;1.02462e-06;-2.2749900000000003e-08;-1.04737e-06
-0.47868099999999997;9.95964e-07;-1.9249914000000003e-08;-1.015214e-06
-0.477606;9.69058e-07;-1.6187429000000002e-08;-9.85245e-07
-0.47653199999999996;9.43464e-07;-1.2906192000000002e-08;-9.5637e-07
-0.47545699999999996;9.18527e-07;-9.624957000000001e-09;-9.28152e-07
-0.474383;8.94464e-07;-6.999969000000001e-09;-9.01464e-07
-0.47330799999999995;8.71714e-07;-4.8124780000000005e-09;-8.76527e-07
-0.472234;8.50714e-07;-1.9687410000000003e-09;-8.52683e-07
-0.471159;8.292769999999999e-07;2.18749e-10;-8.290579999999999e-07
-0.470085;8.092619999999999e-07;3.0624860000000002e-09;-8.06199e-07
-0.46901;7.90012e-07;5.140602e-09;-7.848709999999999e-07
-0.46793599999999996;7.70762e-07;7.437467000000001e-09;-7.63324e-07
-0.466862;7.528239999999999e-07;8.968710000000001e-09;-7.438559999999999e-07
-0.465787;7.35543e-07;1.1046826e-08;-7.24496e-07
-0.464713;7.188089999999999e-07;1.334369e-08;-7.054649999999999e-07
-0.463638;7.02293e-07;1.4874934000000001e-08;-6.874179999999999e-07
-0.462564;6.867619999999999e-07;1.6515552e-08;-6.70247e-07
-0.461489;6.721059999999999e-07;1.8374918e-08;-6.53731e-07
-0.46041499999999996;6.578869999999999e-07;2.0015536000000003e-08;-6.37872e-07
-0.45933999999999997;6.44215e-07;2.1656154e-08;-6.22559e-07
-0.458266;6.30215e-07;2.3078022e-08;-6.071369999999999e-07
-0.45719099999999996;6.168719999999999e-07;2.4609266e-08;-5.92263e-07
-0.456117;6.03747e-07;2.5703010000000002e-08;-5.78044e-07
-0.455042;5.91934e-07;2.7562376000000003e-08;-5.64372e-07
-0.453968;5.79794e-07;2.8765498000000003e-08;-5.51028e-07
-0.452893;5.68309e-07;3.0187366e-08;-5.38122e-07
-0.45181899999999997;5.57372e-07;3.1609234000000004e-08;-5.257629999999999e-07
-0.450744;5.46216e-07;3.2593606e-08;-5.13622e-07
-0.44966999999999996;5.35935e-07;3.4015476000000003e-08;-5.01919e-07
-0.44859499999999997;5.25653e-07;3.4890468e-08;-4.90763e-07
-0.447521;5.1581e-07;3.6093588e-08;-4.79716e-07
-0.44644599999999995;5.06185e-07;3.7077960000000003e-08;-4.6910699999999997e-07
-0.445372;4.97107e-07;3.828108e-08;-4.58826e-07
-0.444297;4.88466e-07;3.9156076e-08;-4.4931e-07
-0.443223;4.7906e-07;4.0140444000000003e-08;-4.38919e-07
-0.442148;4.7041899999999997e-07;4.0796692000000006e-08;-4.29623e-07
-0.44107399999999997;4.62326e-07;4.1781064e-08;-4.20544e-07
-0.439999;4.5445099999999997e-07;4.2765436000000006e-08;-4.1168499999999997e-07
-0.43892499999999995;4.46466e-07;4.3531056000000006e-08;-4.02935e-07
-0.437851;4.39029e-07;4.4515428e-08;-3.94513e-07
-0.436776;4.31482e-07;4.5171676000000005e-08;-3.8630999999999997e-07
-0.435702;4.24591e-07;4.6046672e-08;-3.78545e-07
-0.434627;4.1781e-07;4.6593544e-08;-3.71217e-07
-0.43355299999999997;4.11138e-07;4.735916400000001e-08;-3.63779e-07
-0.432478;4.0402899999999997e-07;4.8015412e-08;-3.56014e-07
-0.43140399999999995;3.97795e-07;4.8999784000000006e-08;-3.4879499999999997e-07
-0.43032899999999996;3.91779e-07;4.9546656e-08;-3.42232e-07
-0.429255;3.85545e-07;4.9765404000000006e-08;-3.35779e-07
-0.42818;3.7942e-07;5.0312276e-08;-3.29107e-07
-0.427106;3.74388e-07;5.0968524000000005e-08;-3.2341999999999997e-07
