sep=;
Applied potential [V];WE current [A];WE current [A];WE current [A]
-0.50017;2.967986e-06;-4.47998e-07;-3.415984e-06
-0.499096;2.813987e-06;-3.7799799999999997e-07;-3.191985e-06
-0.498021;2.7439869999999998e-06;-3.21998e-07;-3.065986e-06
-0.49694699999999997;2.673988e-06;-2.86998e-07;-2.960986e-06
-0.495872;2.603988e-06;-2.6599799999999997e-07;-2.869987e-06
-0.49479799999999996;2.463988e-06;-2.58998e-07;-2.722987e-06
-0.493724;2.428989e-06;-2.16999e-07;-2.645988e-06
-0.492649;2.316989e-06;-2.16999e-07;-2.533988e-06
-0.491575;2.23999e-06;-2.48498e-07;-2.488488e-06
-0.4905;2.14374e-06;-2.06499e-07;-2.350239e-06
-0.48942599999999997;2.07899e-06;-2.02999e-07;-2.281989e-06
-0.488351;2.02824e-06;-1.8899899999999998e-07;-2.21724e-06
-0.48727699999999996;1.9416159999999998e-06;-1.68874e-07;-2.11049e-06
-0.48620199999999997;1.889116e-06;-1.48749e-07;-2.037865e-06
-0.485128;1.8331159999999999e-06;-1.37374e-07;-1.970491e-06
-0.48405299999999996;1.785866e-06;-1.29061e-07;-1.914928e-06
-0.482979;1.730742e-06;-1.21186e-07;-1.851929e-06
-0.481904;1.679117e-06;-1.12874e-07;-1.791992e-06
-0.48083;1.6283669999999999e-06;-1.0631199999999999e-07;-1.734679e-06
-0.479755;1.580243e-06;-9.931205600000001e-08;-1.679555e-06
-0.47868099999999997;1.534305e-06;-9.2749584e-08;-1.6270549999999999e-06
-0.477606;1.48968e-06;-8.706211200000001e-08;-1.576742e-06
-0.47653199999999996;1.446806e-06;-8.049964e-08;-1.527305e-06
-0.47545699999999996;1.405681e-06;-7.481216800000001e-08;-1.480493e-06
-0.474383;1.366306e-06;-6.9562192e-08;-1.435868e-06
-0.47330799999999995;1.3280249999999999e-06;-6.4312212e-08;-1.392337e-06
-0.472234;1.290619e-06;-5.9718484e-08;-1.350337e-06
-0.471159;1.255619e-06;-5.4906008000000005e-08;-1.310525e-06
-0.470085;1.220619e-06;-5.0749776e-08;-1.271369e-06
-0.46901;1.187588e-06;-4.6593544e-08;-1.234182e-06
-0.46793599999999996;1.156307e-06;-4.2218564e-08;-1.1985249999999999e-06
-0.466862;1.1245879999999999e-06;-3.871858e-08;-1.163307e-06
-0.465787;1.094838e-06;-3.4781096e-08;-1.129619e-06
-0.464713;1.066182e-06;-3.1281112e-08;-1.097463e-06
-0.463638;1.037745e-06;-2.8218626000000003e-08;-1.065963e-06
-0.462564;1.01062e-06;-2.5156138e-08;-1.035776e-06
-0.461489;9.848079999999999e-07;-2.2093652e-08;-1.006901e-06
-0.46041499999999996;9.59214e-07;-1.9031166e-08;-9.78245e-07
-0.45933999999999997;9.3537e-07;-1.6187429000000002e-08;-9.51558e-07
-0.458266;9.11745e-07;-1.3124942000000001e-08;-9.248699999999999e-07
-0.45719099999999996;8.89214e-07;-1.0718702000000001e-08;-8.99933e-07
-0.456117;8.67011e-07;-7.546841e-09;-8.74558e-07
-0.455042;8.45683e-07;-5.3593510000000004e-09;-8.51043e-07
-0.453968;8.2534e-07;-2.953112e-09;-8.28293e-07
-0.452893;8.05215e-07;-7.656210000000001e-10;-8.0598e-07
-0.45181899999999997;7.85855e-07;1.4218680000000002e-09;-7.84433e-07
-0.450744;7.66605e-07;3.281235e-09;-7.63324e-07
-0.44966999999999996;7.48449e-07;5.3593510000000004e-09;-7.4309e-07
-0.44859499999999997;7.31059e-07;7.218718e-09;-7.2384e-07
-0.447521;7.13996e-07;8.968710000000001e-09;-7.05028e-07
-0.44644599999999995;6.96934e-07;1.0609328000000001e-08;-6.863249999999999e-07
-0.445372;6.81293e-07;1.2468694e-08;-6.68825e-07
-0.444297;6.65325e-07;1.3890563000000001e-08;-6.51434e-07
-0.443223;6.502309999999999e-07;1.5421807000000002e-08;-6.34809e-07
-0.442148;6.35684e-07;1.6843676e-08;-6.18841e-07
-0.44107399999999997;6.21684e-07;1.8374918e-08;-6.033089999999999e-07
-0.439999;6.07466e-07;1.9578038e-08;-5.87888e-07
-0.43892499999999995;5.943409999999999e-07;2.0781158e-08;-5.73559e-07
-0.437851;5.81544e-07;2.1984278000000003e-08;-5.5956e-07
-0.436776;5.68856e-07;2.3187396e-08;-5.45669e-07
-0.435702;5.56716e-07;2.4390516e-08;-5.32325e-07
-0.434627;5.44794e-07;2.5374888e-08;-5.19419e-07
-0.43355299999999997;5.332e-07;2.6249884000000003e-08;-5.0695e-07
-0.432478;5.219349999999999e-07;2.7234254000000002e-08;-4.947e-07
-0.43140399999999995;5.11216e-07;2.810925e-08;-4.83107e-07
-0.43032899999999996;5.00935e-07;2.8984246000000002e-08;-4.71951e-07
-0.429255;4.90654e-07;2.9859242e-08;-4.60794e-07
-0.42818;4.80919e-07;3.0515488e-08;-4.50404e-07
-0.427106;4.71513e-07;3.1390486e-08;-4.40123e-07
-0.426031;4.61888e-07;3.2265480000000006e-08;-4.29623e-07
-0.424957;4.53247e-07;3.2702980000000005e-08;-4.20544e-07
-0.423882;4.4504399999999997e-07;3.3687352e-08;-4.1135699999999997e-07
-0.42280799999999996;4.36185e-07;3.4343596e-08;-4.01841e-07
-0.42173299999999997;4.28201e-07;3.4999844000000006e-08;-3.93201e-07
-0.420659;4.20326e-07;3.5765468e-08;-3.8456e-07
-0.41958399999999996;4.12232e-07;3.6093588e-08;-3.76138e-07
-0.41851;4.05232e-07;3.6968588000000006e-08;-3.6826299999999997e-07
-0.417435;3.97904e-07;3.7296708000000006e-08;-3.6060699999999997e-07
-0.416361;3.90904e-07;3.784358e-08;-3.5306e-07
-0.415286;3.84232e-07;3.8390452e-08;-3.45842e-07
-0.41421199999999997;3.77888e-07;3.8937328000000005e-08;-3.38951e-07
-0.413137;3.7099799999999997e-07;3.9156076e-08;-3.31842e-07
-0.41206299999999996;3.6542e-07;4.0031072000000006e-08;-3.25389e-07
-0.410989;3.59185e-07;4.0359196e-08;-3.18826e-07
-0.409914;3.53498e-07;4.0468572000000006e-08;-3.13029e-07
-0.40884;3.47592e-07;4.1124816e-08;-3.06467e-07
-0.407765;3.42232e-07;4.1452944e-08;-3.00779e-07
-0.40669099999999997;3.36545e-07;4.1452944e-08;-2.95092e-07
-0.405616;3.31623e-07;4.1890436000000007e-08;-2.89733e-07
-0.40454199999999996;3.26482e-07;4.2218564e-08;-2.84264e-07
-0.40346699999999996;3.21451e-07;4.2437312000000005e-08;-2.79014e-07
-0.402393;3.16857e-07;4.265606e-08;-2.74201e-07
-0.401318;3.12373e-07;4.3093556000000006e-08;-2.6928e-07
-0.400244;3.07451e-07;4.3093556000000006e-08;-2.64358e-07
-0.399169;3.03404e-07;4.3202936000000006e-08;-2.60201e-07
-0.398095;2.9892e-07;4.3531056000000006e-08;-2.55389e-07
-0.39702;2.9487299999999997e-07;4.3640428e-08;-2.51233e-07
-0.39594599999999996;2.90608e-07;4.3640428e-08;-2.46967e-07
-0.39487099999999997;2.87326e-07;4.3968556000000006e-08;-2.43358e-07
-0.393797;2.83498e-07;4.4187304e-08;-2.39311e-07
-0.39272199999999996;2.7978e-07;4.4187304e-08;-2.3559199999999998e-07
-0.391648;2.76498e-07;4.4515428e-08;-2.31983e-07
-0.390573;2.72998e-07;4.4515428e-08;-2.28483e-07
-0.389499;2.70155e-07;4.4843548e-08;-2.25311e-07
-0.388424;2.66545e-07;4.4734176000000005e-08;-2.21811e-07
-0.38734999999999997;2.6392e-07;4.5281048e-08;-2.18639e-07
-0.386275;2.61076e-07;4.5499800000000006e-08;-2.15577e-07
-0.38520099999999996;2.58233e-07;4.5609172000000004e-08;-2.1262399999999999e-07
-0.38412599999999997;2.55061e-07;4.5609172000000004e-08;-2.09452e-07
-0.383052;2.52436e-07;4.5609172000000004e-08;-2.06827e-07
-0.38197699999999996;2.4992e-07;4.5937296000000005e-08;-2.03983e-07
-0.380903;2.47295e-07;4.5827920000000006e-08;-2.01467e-07
-0.37982899999999997;2.44998e-07;4.6046672e-08;-1.98952e-07
-0.378754;2.42592e-07;4.6046672e-08;-1.96545e-07
-0.37767999999999996;2.4029499999999997e-07;4.6374792e-08;-1.93921e-07
-0.37660499999999997;2.3766999999999998e-07;4.6265420000000006e-08;-1.9140499999999999e-07
-0.375531;2.35811e-07;4.6374792e-08;-1.89436e-07
-0.37445599999999996;2.3384199999999998e-07;4.6484168e-08;-1.87358e-07
-0.373382;2.31655e-07;4.6484168e-08;-1.8517099999999998e-07
-0.372307;2.2968599999999998e-07;4.6593544e-08;-1.83092e-07
-0.371233;2.27717e-07;4.6702920000000006e-08;-1.81014e-07
-0.370158;2.2542e-07;4.6593544e-08;-1.78827e-07
-0.36908399999999997;2.23561e-07;4.6593544e-08;-1.76967e-07
-0.368009;2.21592e-07;4.6593544e-08;-1.74999e-07
-0.36693499999999996;2.2017e-07;4.6812292e-08;-1.73358e-07
-0.36585999999999996;2.18311e-07;4.6702920000000006e-08;-1.7160799999999998e-07
-0.364786;2.1645199999999999e-07;4.6593544e-08;-1.6985799999999998e-07
-0.363711;2.1503e-07;4.6593544e-08;-1.68436e-07
-0.362637;2.13389e-07;4.6702920000000006e-08;-1.66686e-07
-0.361562;2.11967e-07;4.6812292e-08;-1.65155e-07
-0.360488;2.10217e-07;4.6593544e-08;-1.63624e-07
-0.359413;2.09233e-07;4.6812292e-08;-1.62421e-07
-0.35833899999999996;2.07702e-07;4.6593544e-08;-1.61108e-07
-0.35726399999999997;2.0628e-07;4.6812292e-08;-1.59468e-07
-0.35619;2.05624e-07;4.7031040000000006e-08;-1.58593e-07
-0.35511499999999996;2.03764e-07;4.6702920000000006e-08;-1.57061e-07
-0.354041;2.0288899999999998e-07;4.6812292e-08;-1.56077e-07
-0.352967;2.01686e-07;4.7031040000000006e-08;-1.54655e-07
-0.351892;2.00702e-07;4.7031040000000006e-08;-1.53671e-07
-0.35081799999999996;1.9938899999999999e-07;4.7031040000000006e-08;-1.52358e-07
-0.34974299999999997;1.9873299999999998e-07;4.7140416000000004e-08;-1.51593e-07
-0.348669;1.97202e-07;4.6921668e-08;-1.5028e-07
-0.34759399999999996;1.96217e-07;4.7031040000000006e-08;-1.49186e-07
-0.34652;1.95452e-07;4.7140416000000004e-08;-1.4831099999999998e-07
-0.345445;1.94358e-07;4.7249792e-08;-1.47108e-07
-0.344371;1.93264e-07;4.7140416000000004e-08;-1.46124e-07
-0.343296;1.92717e-07;4.7140416000000004e-08;-1.45577e-07
-0.34222199999999997;1.91733e-07;4.7140416000000004e-08;-1.44593e-07
-0.341147;1.9107699999999998e-07;4.7468540000000005e-08;-1.43608e-07
