sep=;
Applied potential [V];WE current [A];WE current [A];WE current [A]
-0.50017;2.547988e-06;-3.63998e-07;-2.911987e-06
-0.499096;2.435989e-06;-2.79998e-07;-2.7159869999999998e-06
-0.498021;2.3659889999999998e-06;-2.3799799999999998e-07;-2.603988e-06
-0.49694699999999997;2.295989e-06;-2.09999e-07;-2.505988e-06
-0.495872;2.21199e-06;-1.8899899999999998e-07;-2.400989e-06
-0.49479799999999996;2.10699e-06;-1.81999e-07;-2.288989e-06
-0.493724;2.06149e-06;-1.57499e-07;-2.21899e-06
-0.492649;1.991491e-06;-1.39999e-07;-2.13149e-06
-0.491575;1.907491e-06;-1.46999e-07;-2.05449e-06
-0.4905;1.828741e-06;-1.29499e-07;-1.958241e-06
-0.48942599999999997;1.784991e-06;-1.22499e-07;-1.907491e-06
-0.488351;1.746492e-06;-1.04999e-07;-1.851491e-06
-0.48727699999999996;1.683492e-06;-9.012460000000001e-08;-1.7736169999999999e-06
-0.48620199999999997;1.630992e-06;-8.2249632e-08;-1.713242e-06
-0.485128;1.581992e-06;-7.262468000000001e-08;-1.654617e-06
-0.48405299999999996;1.532555e-06;-6.781220000000001e-08;-1.6003669999999999e-06
-0.482979;1.48793e-06;-6.168722800000001e-08;-1.549618e-06
-0.481904;1.442431e-06;-5.5999752000000005e-08;-1.49843e-06
-0.48083;1.401306e-06;-4.9874776e-08;-1.4511809999999999e-06
-0.479755;1.3604e-06;-4.4843548e-08;-1.405243e-06
-0.47868099999999997;1.322119e-06;-4.0031072000000006e-08;-1.36215e-06
-0.477606;1.284494e-06;-3.5656092e-08;-1.32015e-06
-0.47653199999999996;1.248838e-06;-3.149986e-08;-1.280338e-06
-0.47545699999999996;1.21515e-06;-2.690613e-08;-1.242057e-06
-0.474383;1.181682e-06;-2.2968648000000002e-08;-1.20465e-06
-0.47330799999999995;1.150182e-06;-1.9249914000000003e-08;-1.169432e-06
-0.472234;1.119338e-06;-1.553118e-08;-1.13487e-06
-0.471159;1.089807e-06;-1.2249946000000001e-08;-1.1020569999999999e-06
-0.470085;1.061588e-06;-9.187459e-09;-1.070776e-06
-0.46901;1.034026e-06;-5.906224e-09;-1.039932e-06
-0.46793599999999996;1.006901e-06;-3.281235e-09;-1.010182e-06
-0.466862;9.81745e-07;-2.18749e-10;-9.81964e-07
-0.465787;9.56151e-07;1.9687410000000003e-09;-9.54183e-07
-0.464713;9.318699999999999e-07;4.3749800000000005e-09;-9.27495e-07
-0.463638;9.0912e-07;6.999969000000001e-09;-9.0212e-07
-0.462564;8.87355e-07;9.953081000000001e-09;-8.77402e-07
-0.461489;8.65917e-07;1.2249946000000001e-08;-8.536679999999999e-07
-0.46041499999999996;8.44808e-07;1.4328061e-08;-8.3048e-07
-0.45933999999999997;8.24574e-07;1.6515552e-08;-8.080579999999999e-07
-0.458266;8.05215e-07;1.8265544e-08;-7.86949e-07
-0.45719099999999996;7.86512e-07;2.0671782e-08;-7.6584e-07
-0.456117;7.68465e-07;2.2749900000000003e-08;-7.45715e-07
-0.455042;7.50856e-07;2.4281142000000003e-08;-7.26574e-07
-0.453968;7.33574e-07;2.5921760000000002e-08;-7.07653e-07
-0.452893;7.169489999999999e-07;2.7671752e-08;-6.892779999999999e-07
-0.45181899999999997;7.014179999999999e-07;2.9421744e-08;-6.71997e-07
-0.450744;6.85559e-07;3.073424e-08;-6.54825e-07
-0.44966999999999996;6.70137e-07;3.2046732e-08;-6.3809e-07
-0.44859499999999997;6.557e-07;3.3468602000000006e-08;-6.22231e-07
-0.447521;6.4159e-07;3.4890468e-08;-6.066999999999999e-07
-0.44644599999999995;6.28028e-07;3.6093588e-08;-5.91934e-07
-0.445372;6.141369999999999e-07;3.7077960000000003e-08;-5.77059e-07
-0.444297;6.01559e-07;3.828108e-08;-5.63278e-07
-0.443223;5.893089999999999e-07;3.9593572000000006e-08;-5.49716e-07
-0.442148;5.7695e-07;4.0468572000000006e-08;-5.36482e-07
-0.44107399999999997;5.65138e-07;4.1452944e-08;-5.23685e-07
-0.439999;5.53216e-07;4.2327936000000006e-08;-5.10888e-07
-0.43892499999999995;5.42497e-07;4.3312308e-08;-4.99185e-07
-0.437851;5.31888e-07;4.4077928e-08;-4.8781e-07
-0.436776;5.21388e-07;4.5171676000000005e-08;-4.76216e-07
-0.435702;5.111069999999999e-07;4.6046672e-08;-4.6506e-07
-0.434627;5.017e-07;4.6484168e-08;-4.5521599999999996e-07
-0.43355299999999997;4.91747e-07;4.735916400000001e-08;-4.4438799999999997e-07
-0.432478;4.8245e-07;4.7906036000000004e-08;-4.34544e-07
-0.43140399999999995;4.7359099999999997e-07;4.8671660000000005e-08;-4.24919e-07
-0.43032899999999996;4.6495099999999997e-07;4.9546656e-08;-4.15404e-07
-0.429255;4.5631e-07;4.9765404000000006e-08;-4.0654499999999997e-07
-0.42818;4.48326e-07;5.0531024000000005e-08;-3.97795e-07
-0.427106;4.40451e-07;5.1077896e-08;-3.89373e-07
-0.426031;4.3224799999999997e-07;5.1187276e-08;-3.8106e-07
-0.424957;4.2557599999999997e-07;5.2281016e-08;-3.73295e-07
-0.423882;4.18466e-07;5.2827888000000006e-08;-3.65639e-07
-0.42280799999999996;4.1135699999999997e-07;5.3265388000000005e-08;-3.58092e-07
-0.42173299999999997;4.04685e-07;5.4031012000000006e-08;-3.50654e-07
-0.420659;3.97904e-07;5.4031012000000006e-08;-3.43873e-07
-0.41958399999999996;3.91342e-07;5.468726e-08;-3.36654e-07
-0.41851;3.85217e-07;5.5124752000000006e-08;-3.30092e-07
-0.417435;3.7930999999999997e-07;5.545288e-08;-3.23857e-07
-0.416361;3.73404e-07;5.5781004e-08;-3.17623e-07
-0.415286;3.67826e-07;5.6327876000000007e-08;-3.11498e-07
-0.41421199999999997;3.62357e-07;5.6437252000000005e-08;-3.0592e-07
-0.413137;3.56998e-07;5.6984124e-08;-3.00014e-07
-0.41206299999999996;3.5142e-07;5.7093496000000006e-08;-2.94326e-07
-0.410989;3.46607e-07;5.7530996000000006e-08;-2.89076e-07
-0.409914;3.41904e-07;5.7749744e-08;-2.84154e-07
-0.40884;3.3731099999999997e-07;5.8187244e-08;-2.79123e-07
-0.407765;3.32498e-07;5.8405992000000004e-08;-2.74092e-07
-0.40669099999999997;3.2757599999999997e-07;5.862474000000001e-08;-2.68951e-07
-0.405616;3.2341999999999997e-07;5.8734116000000006e-08;-2.64686e-07
-0.40454199999999996;3.19373e-07;5.8843488e-08;-2.6053e-07
-0.40346699999999996;3.1467e-07;5.8843488e-08;-2.55826e-07
-0.402393;3.10951e-07;5.9171612000000004e-08;-2.5178e-07
-0.401318;3.06686e-07;5.9171612000000004e-08;-2.47514e-07
-0.400244;3.03076e-07;5.960910800000001e-08;-2.43467e-07
-0.399169;2.99139e-07;5.9499736000000005e-08;-2.39639e-07
-0.398095;2.9552899999999997e-07;5.9499736000000005e-08;-2.3603e-07
-0.39702;2.92139e-07;5.9827856e-08;-2.32311e-07
-0.39594599999999996;2.88639e-07;5.9827856e-08;-2.28811e-07
-0.39487099999999997;2.85248e-07;5.960910800000001e-08;-2.25639e-07
-0.393797;2.81967e-07;5.9827856e-08;-2.22139e-07
-0.39272199999999996;2.79451e-07;6.0374732e-08;-2.19077e-07
-0.391648;2.76608e-07;6.026536e-08;-2.16342e-07
-0.390573;2.7332599999999997e-07;6.0374732e-08;-2.1295199999999999e-07
-0.389499;2.7092e-07;6.048410800000001e-08;-2.10436e-07
-0.388424;2.68514e-07;6.081222800000001e-08;-2.07702e-07
-0.38734999999999997;2.6566999999999997e-07;6.0702856e-08;-2.0496699999999999e-07
-0.386275;2.63045e-07;6.081222800000001e-08;-2.02233e-07
-0.38520099999999996;2.60967e-07;6.1030976e-08;-1.99936e-07
-0.38412599999999997;2.57905e-07;6.0921604e-08;-1.9698299999999998e-07
-0.383052;2.56045e-07;6.0921604e-08;-1.95124e-07
-0.38197699999999996;2.5385799999999997e-07;6.1249732e-08;-1.92608e-07
-0.380903;2.5167e-07;6.114035200000001e-08;-1.9053e-07
-0.37982899999999997;2.49373e-07;6.114035200000001e-08;-1.88233e-07
-0.378754;2.46967e-07;6.1030976e-08;-1.85936e-07
