sep=;
Applied potential [V];WE current [A];WE current [A];WE current [A]
-0.50017;2.827987e-06;-4.19998e-07;-3.247985e-06
-0.499096;2.701988e-06;-3.35998e-07;-3.037986e-06
-0.498021;2.631988e-06;-2.93998e-07;-2.925986e-06
-0.49694699999999997;2.561988e-06;-2.72998e-07;-2.834987e-06
-0.495872;2.4499889999999997e-06;-2.58998e-07;-2.708987e-06
-0.49479799999999996;2.372989e-06;-2.16999e-07;-2.589988e-06
-0.493724;2.295989e-06;-2.20499e-07;-2.516488e-06
-0.492649;2.2329899999999998e-06;-1.99499e-07;-2.432489e-06
-0.491575;2.15949e-06;-1.78499e-07;-2.337989e-06
-0.4905;2.04399e-06;-1.76749e-07;-2.22074e-06
-0.48942599999999997;1.970491e-06;-1.81999e-07;-2.15249e-06
-0.488351;1.940741e-06;-1.66249e-07;-2.10699e-06
-0.48727699999999996;1.899616e-06;-1.23374e-07;-2.02299e-06
-0.48620199999999997;1.830491e-06;-1.25999e-07;-1.9564909999999998e-06
-0.485128;1.764867e-06;-1.27749e-07;-1.892616e-06
-0.48405299999999996;1.711492e-06;-1.06749e-07;-1.8182409999999999e-06
-0.482979;1.659867e-06;-9.931205600000001e-08;-1.7591789999999999e-06
-0.481904;1.609555e-06;-9.2312088e-08;-1.701867e-06
-0.48083;1.562305e-06;-8.574961600000001e-08;-1.648055e-06
-0.479755;1.51593e-06;-7.962464800000001e-08;-1.595555e-06
-0.47868099999999997;1.471524e-06;-7.3718424e-08;-1.545243e-06
-0.477606;1.429306e-06;-6.781220000000001e-08;-1.4971179999999999e-06
-0.47653199999999996;1.389275e-06;-6.1905976e-08;-1.4511809999999999e-06
-0.47545699999999996;1.350337e-06;-5.7093496000000006e-08;-1.4074309999999999e-06
-0.474383;1.312494e-06;-5.2499768000000006e-08;-1.3649929999999999e-06
-0.47330799999999995;1.2766189999999999e-06;-4.7687288e-08;-1.324306e-06
-0.472234;1.241838e-06;-4.3312308e-08;-1.2851499999999999e-06
-0.471159;1.207275e-06;-3.9374824000000004e-08;-1.24665e-06
-0.470085;1.175338e-06;-3.5218596e-08;-1.210557e-06
-0.46901;1.144057e-06;-3.106236e-08;-1.175119e-06
-0.46793599999999996;1.113651e-06;-2.7781126000000003e-08;-1.141432e-06
-0.466862;1.084776e-06;-2.4062392000000003e-08;-1.108838e-06
-0.465787;1.055682e-06;-2.1218656000000002e-08;-1.076901e-06
-0.464713;1.028557e-06;-1.7937420000000002e-08;-1.046495e-06
-0.463638;1.00187e-06;-1.4874934000000001e-08;-1.016745e-06
-0.462564;9.76495e-07;-1.2031196000000002e-08;-9.88526e-07
-0.461489;9.51995e-07;-9.187459e-09;-9.61183e-07
-0.46041499999999996;9.27933e-07;-6.562471000000001e-09;-9.34495e-07
-0.45933999999999997;9.05183e-07;-3.9374820000000006e-09;-9.0912e-07
-0.458266;8.82871e-07;-1.5312430000000001e-09;-8.84402e-07
