sep=;
Applied potential [V];WE current [A];WE current [A];WE current [A]
-0.50017;4.43798e-06;-4.89997e-07;-4.927977e-06
-0.499096;3.667983e-06;-3.91998e-07;-4.059982e-06
-0.498021;3.233985e-06;-3.21998e-07;-3.555984e-06
-0.49694699999999997;2.9189869999999998e-06;-2.86998e-07;-3.205985e-06
-0.495872;2.6879869999999998e-06;-2.51998e-07;-2.939986e-06
-0.49479799999999996;2.498988e-06;-2.23999e-07;-2.722987e-06
-0.493724;2.3344889999999997e-06;-2.13499e-07;-2.547988e-06
-0.492649;2.20499e-06;-1.99499e-07;-2.404489e-06
-0.491575;2.09299e-06;-1.78499e-07;-2.271489e-06
-0.4905;1.996741e-06;-1.57499e-07;-2.15424e-06
-0.48942599999999997;1.907491e-06;-1.43499e-07;-2.05099e-06
-0.488351;1.821741e-06;-1.3299899999999999e-07;-1.9547409999999998e-06
-0.48727699999999996;1.739492e-06;-1.25999e-07;-1.865491e-06
-0.48620199999999997;1.669492e-06;-1.1899899999999999e-07;-1.7884919999999999e-06
-0.485128;1.603867e-06;-1.11124e-07;-1.7149919999999999e-06
-0.48405299999999996;1.5399929999999999e-06;-1.0631199999999999e-07;-1.646305e-06
-0.482979;1.4835549999999999e-06;-9.9749552e-08;-1.5833049999999999e-06
-0.481904;1.429743e-06;-9.3624584e-08;-1.523368e-06
-0.48083;1.3794309999999999e-06;-8.8374608e-08;-1.4678049999999999e-06
-0.479755;1.332619e-06;-8.2687128e-08;-1.415306e-06
-0.47868099999999997;1.288212e-06;-7.743716e-08;-1.36565e-06
-0.477606;1.246432e-06;-7.2187176e-08;-1.318619e-06
-0.47653199999999996;1.205963e-06;-6.781220000000001e-08;-1.273775e-06
-0.47545699999999996;1.1679009999999999e-06;-6.343722e-08;-1.231338e-06
-0.474383;1.131151e-06;-5.9280988e-08;-1.190432e-06
-0.47330799999999995;1.095932e-06;-5.5562252000000006e-08;-1.151494e-06
-0.472234;1.063557e-06;-5.1843520000000003e-08;-1.115401e-06
-0.471159;1.031401e-06;-4.8343536000000004e-08;-1.079745e-06
-0.470085;1.0009949999999999e-06;-4.5281048e-08;-1.046276e-06
-0.46901;9.71464e-07;-4.2218564e-08;-1.0136829999999999e-06
-0.46793599999999996;9.44339e-07;-3.871858e-08;-9.83058e-07
-0.466862;9.16777e-07;-3.6093588e-08;-9.528699999999999e-07
-0.465787;8.91183e-07;-3.3031104e-08;-9.242139999999999e-07
-0.464713;8.664639999999999e-07;-3.0843614000000004e-08;-8.97308e-07
-0.463638;8.42511e-07;-2.7781126000000003e-08;-8.70293e-07
-0.462564;8.20199e-07;-2.5156138e-08;-8.45355e-07
-0.461489;7.97887e-07;-2.2968648000000002e-08;-8.20855e-07
-0.46041499999999996;7.76777e-07;-2.0671782e-08;-7.97449e-07
-0.45933999999999997;7.56434e-07;-1.8265544e-08;-7.746989999999999e-07
-0.458266;7.3609e-07;-1.6624926e-08;-7.52715e-07
-0.45719099999999996;7.17496e-07;-1.4437436e-08;-7.31934e-07
-0.456117;6.99121e-07;-1.2249946000000001e-08;-7.11371e-07
-0.455042;6.81293e-07;-1.0390579e-08;-6.91684e-07
-0.453968;6.644499999999999e-07;-8.640586000000001e-09;-6.7309e-07
-0.452893;6.47497e-07;-7.109343e-09;-6.54606e-07
-0.45181899999999997;6.317469999999999e-07;-5.3593510000000004e-09;-6.37106e-07
-0.450744;6.16653e-07;-3.499984e-09;-6.20153e-07
-0.44966999999999996;6.01231e-07;-2.1874900000000003e-09;-6.03419e-07
-0.44859499999999997;5.87122e-07;-5.46872e-10;-5.87669e-07
-0.447521;5.73231e-07;8.74996e-10;-5.72356e-07
