sep=;
Applied potential [V];WE current [A];WE current [A];WE current [A]
-0.50017;3.345985e-06;-5.03997e-07;-3.849982e-06
-0.499096;3.093986e-06;-3.91998e-07;-3.4859839999999997e-06
-0.498021;2.925986e-06;-3.35998e-07;-3.261985e-06
-0.49694699999999997;2.764987e-06;-3.07998e-07;-3.072986e-06
-0.495872;2.645988e-06;-2.72998e-07;-2.9189869999999998e-06
-0.49479799999999996;2.540988e-06;-2.44998e-07;-2.785987e-06
-0.493724;2.456989e-06;-2.20499e-07;-2.677488e-06
-0.492649;2.337989e-06;-2.23999e-07;-2.561988e-06
-0.491575;2.24349e-06;-1.99499e-07;-2.442989e-06
-0.4905;2.11224e-06;-1.92499e-07;-2.304739e-06
-0.48942599999999997;2.03349e-06;-1.8724899999999998e-07;-2.22074e-06
-0.488351;2.001991e-06;-1.66249e-07;-2.16824e-06
-0.48727699999999996;1.928491e-06;-1.37374e-07;-2.065865e-06
-0.48620199999999997;1.856741e-06;-1.28624e-07;-1.985366e-06
-0.485128;1.797241e-06;-1.12874e-07;-1.910116e-06
-0.48405299999999996;1.735992e-06;-1.0806199999999999e-07;-1.844054e-06
-0.482979;1.680429e-06;-1.00187e-07;-1.780617e-06
-0.481904;1.6270549999999999e-06;-9.2749584e-08;-1.719804e-06
-0.48083;1.576305e-06;-8.574961600000001e-08;-1.662055e-06
-0.479755;1.527743e-06;-8.006214400000001e-08;-1.607805e-06
-0.47868099999999997;1.482462e-06;-7.3062176e-08;-1.555524e-06
-0.477606;1.439149e-06;-6.715595200000001e-08;-1.506305e-06
-0.47653199999999996;1.396712e-06;-6.146848e-08;-1.458181e-06
-0.47545699999999996;1.356025e-06;-5.6656e-08;-1.412681e-06
-0.474383;1.317962e-06;-5.1406020000000004e-08;-1.369368e-06
-0.47330799999999995;1.281213e-06;-4.6593544e-08;-1.327806e-06
-0.472234;1.2449e-06;-4.2437312000000005e-08;-1.287338e-06
-0.471159;1.211432e-06;-3.784358e-08;-1.249275e-06
-0.470085;1.178182e-06;-3.4124848e-08;-1.212307e-06
-0.46901;1.146901e-06;-3.0187366e-08;-1.177088e-06
-0.46793599999999996;1.115619e-06;-2.668738e-08;-1.142307e-06
-0.466862;1.087401e-06;-2.2749900000000003e-08;-1.1101509999999999e-06
-0.465787;1.058964e-06;-1.9687412000000002e-08;-1.078651e-06
-0.464713;1.030526e-06;-1.6843676e-08;-1.04737e-06
-0.463638;1.004057e-06;-1.3781188000000001e-08;-1.017839e-06
-0.462564;9.789009999999999e-07;-1.0281204e-08;-9.89183e-07
-0.461489;9.55276e-07;-6.999969000000001e-09;-9.62276e-07
-0.46041499999999996;9.314329999999999e-07;-4.593729e-09;-9.36027e-07
-0.45933999999999997;9.08464e-07;-1.9687410000000003e-09;-9.10433e-07
-0.458266;8.86152e-07;4.37498e-10;-8.85714e-07
-0.45719099999999996;8.64714e-07;3.0624860000000002e-09;-8.61652e-07
-0.456117;8.4448e-07;5.687475000000001e-09;-8.387929999999999e-07
-0.455042;8.24465e-07;7.874965e-09;-8.1659e-07
-0.453968;8.05433e-07;1.017183e-08;-7.952619999999999e-07
-0.452893;7.8673e-07;1.2031196000000002e-08;-7.746989999999999e-07
-0.45181899999999997;7.68246e-07;1.4109313000000001e-08;-7.54137e-07
-0.450744;7.51074e-07;1.6078053e-08;-7.349959999999999e-07
-0.44966999999999996;7.341209999999999e-07;1.8046794e-08;-7.16074e-07
-0.44859499999999997;7.17278e-07;1.9578038e-08;-6.977e-07
-0.447521;7.01309e-07;2.132803e-08;-6.79981e-07
-0.44644599999999995;6.863249999999999e-07;2.3078022e-08;-6.63247e-07
-0.445372;6.71231e-07;2.4718642000000003e-08;-6.46512e-07
-0.444297;6.56684e-07;2.6249884000000003e-08;-6.30434e-07
-0.443223;6.425749999999999e-07;2.7453004000000002e-08;-6.15122e-07
-0.442148;6.28575e-07;2.8656122e-08;-5.99919e-07
-0.44107399999999997;6.162159999999999e-07;3.029674e-08;-5.85919e-07
-0.439999;6.033089999999999e-07;3.1390486e-08;-5.71919e-07
-0.43892499999999995;5.90403e-07;3.2812352e-08;-5.57591e-07
-0.437851;5.78153e-07;3.3468602000000006e-08;-5.44685e-07
-0.436776;5.66997e-07;3.4781096e-08;-5.32216e-07
