Applied potential [V];WE current [A]
-0.253707;-4.7179788e-05
-0.254892;-4.6793388e-05
-0.256078;-4.5919792e-05
-0.25726299999999996;-4.51806e-05
-0.258449;-4.44806e-05
-0.259634;-4.3679804e-05
-0.26082;-4.2923808e-05
-0.262005;-4.2167812e-05
-0.263191;-4.1311016e-05
-0.264376;-4.032542e-05
-0.26556199999999996;-3.9323024e-05
-0.266748;-3.8611828e-05
-0.267933;-3.7542232e-05
-0.269119;-3.6819832e-05
-0.270304;-3.615344e-05
-0.27149;-3.504464e-05
-0.272675;-3.4249444e-05
-0.27386099999999997;-3.3297452e-05
-0.275046;-3.2569452e-05
-0.276232;-3.1516658e-05
-0.27741699999999997;-3.0805462e-05
-0.278603;-2.9707868e-05
-0.279789;-2.9075067999999998e-05
-0.280974;-2.8285474e-05
-0.28215999999999997;-2.7266275999999998e-05
-0.283345;-2.6812677999999998e-05
-0.284531;-2.5871882e-05
-0.28571599999999997;-2.4975888e-05
-0.286902;-2.4119092e-05
-0.288087;-2.3486295999999998e-05
-0.289273;-2.2881498e-05
-0.290458;-2.24223e-05
-0.291644;-2.1733502e-05
-0.29283;-2.1291104e-05
-0.29401499999999997;-2.0691908e-05
-0.295201;-2.020471e-05
-0.296386;-1.9431912e-05
-0.297572;-1.9443114e-05
-0.298757;-1.9639112e-05
-0.29994299999999996;-1.9056713999999998e-05
-0.301128;-1.8647916e-05
-0.30231399999999997;-1.8367916e-05
-0.30349899999999996;-1.787512e-05
-0.304685;-1.7634322e-05
-0.305871;-1.7561521999999998e-05
-0.307056;-1.7141522e-05
-0.30824199999999996;-1.6928724e-05
-0.309427;-1.6587126e-05
-0.310613;-1.6424726e-05
-0.31179799999999996;-1.6144727e-05
-0.312984;-1.6027128e-05
-0.314169;-1.561833e-05
-0.315355;-1.5562329e-05
-0.31654099999999996;-1.5315932e-05
-0.317726;-1.531033e-05
-0.318912;-1.5097532e-05
-0.32009699999999996;-1.5091932999999999e-05
-0.321283;-1.4979932e-05
-0.322468;-1.4817533e-05
-0.323654;-1.4548734e-05
-0.324839;-1.4660734e-05
-0.326025;-1.4442335999999999e-05
-0.32721;-1.4425535e-05
-0.32839599999999997;-1.4167936e-05
-0.329582;-1.4207137e-05
-0.330767;-1.4190336e-05
-0.331953;-1.3966337e-05
-0.333138;-1.3887938e-05
-0.334324;-1.3887938e-05
-0.335509;-1.3803937999999999e-05
-0.33669499999999997;-1.3607938999999999e-05
-0.33787999999999996;-1.3602339e-05
-0.339066;-1.3596738e-05
-0.34025099999999997;-1.344554e-05
-0.341437;-1.3311140999999999e-05
-0.342623;-1.3277539999999999e-05
-0.343808;-1.3187941e-05
-0.34499399999999997;-1.3087141e-05
-0.34617899999999996;-1.2924742e-05
-0.347365;-1.3025541e-05
-0.34854999999999997;-1.2846343e-05
-0.349736;-1.2975143e-05
-0.350921;-1.2851942e-05
-0.352107;-1.2695142999999999e-05
-0.353292;-1.2611143999999999e-05
-0.35447799999999996;-1.2672742999999999e-05
-0.355664;-1.2543943999999999e-05
-0.35684899999999997;-1.2454343999999999e-05
-0.358035;-1.2482344e-05
-0.35922;-1.2331144e-05
-0.360406;-1.2426344e-05
-0.361591;-1.2342343999999999e-05
-0.36277699999999996;-1.2359145e-05
-0.363962;-1.2235944999999999e-05
-0.365148;-1.2263945e-05
-0.36633299999999996;-1.2308745e-05
-0.367519;-1.2224745e-05
-0.368705;-1.2179946e-05
-0.36989;-1.2235944999999999e-05
-0.37107599999999996;-1.2219145e-05
-0.372261;-1.2174345e-05
-0.373447;-1.2151945e-05
-0.37463199999999997;-1.2101546e-05
-0.375818;-1.2073546e-05
-0.377003;-1.2163146e-05
-0.378189;-1.2067946e-05
-0.379374;-1.2235944999999999e-05
-0.38056;-1.2151945e-05
-0.381746;-1.2123944999999999e-05
-0.38293099999999997;-1.2230345e-05
-0.384117;-1.2163145e-05
-0.385302;-1.2224745e-05
-0.386488;-1.2269544e-05
-0.387673;-1.2314344e-05
-0.38885899999999995;-1.2364743999999999e-05
-0.390044;-1.2437544e-05
-0.39122999999999997;-1.2325544e-05
-0.39241499999999996;-1.2398344e-05
-0.393601;-1.2443144e-05
-0.394787;-1.2599943e-05
-0.395972;-1.2633543999999999e-05
-0.39715799999999996;-1.2543943e-05
-0.398343;-1.2555143e-05
-0.39952899999999997;-1.2639142e-05
