Applied potential [V],WE current [A],WE current [A].1,WE current [A].2,WE current filtered [A] (15 Hz),WE current filtered [A] (5 Hz),WE current filtered [A] (2 Hz)
-0.31536,2.110928e-06,1.04562e-06,-1.065307e-06,2.106958771512461e-06,2.1056315272242735e-06,2.0427149562843252e-06
-0.314285,2.111365e-06,1.074057e-06,-1.037307e-06,2.12513066521025e-06,2.133352770039266e-06,2.0484841502084072e-06
-0.3132109999999999,2.135865e-06,1.10687e-06,-1.028995e-06,2.133582356724047e-06,2.158255170570329e-06,2.0543094783833276e-06
-0.3121359999999999,2.14024e-06,1.126119e-06,-1.01412e-06,2.139016870924622e-06,2.179935012870748e-06,2.060174715851781e-06
-0.311062,2.147677e-06,1.142307e-06,-1.00537e-06,2.146216162647826e-06,2.1979794602622223e-06,2.066066122741219e-06
-0.309987,2.15774e-06,1.143619e-06,-1.01412e-06,2.1558108843026032e-06,2.2119631358490463e-06,2.071972927043073e-06
-0.308913,2.159052e-06,1.149744e-06,-1.009308e-06,2.165507568423608e-06,2.221467583811334e-06,2.0778877217227896e-06
-0.307838,2.170427e-06,1.159369e-06,-1.011057e-06,2.1736112096456425e-06,2.2261228306280218e-06,2.0838067640591507e-06
-0.306764,2.187927e-06,1.158494e-06,-1.029432e-06,2.1824317632352733e-06,2.2256664753918567e-06,2.0897301682288165e-06
-0.305689,2.21199e-06,1.162432e-06,-1.049557e-06,2.198791816183032e-06,2.220012223520695e-06,2.0956619855439148e-06
-0.3046149999999999,2.23299e-06,1.168557e-06,-1.064432e-06,2.2298864476119175e-06,2.2093170526161794e-06,2.1016101703333004e-06
-0.30354,2.265364e-06,1.175557e-06,-1.089807e-06,2.2756295374197232e-06,2.1940347741953603e-06,2.107586433144991e-06
-0.302466,2.303427e-06,1.182119e-06,-1.121307e-06,2.3222807434920977e-06,2.1749440607978816e-06,2.1136059866449392e-06
-0.3013909999999999,2.332739e-06,1.178182e-06,-1.154557e-06,2.343603977192372e-06,2.153141301333268e-06,2.1196871931919705e-06
-0.300317,2.323552e-06,1.165494e-06,-1.158057e-06,2.312346373387432e-06,2.129992915858765e-06,2.1258511264614926e-06
-0.299242,2.251802e-06,1.127432e-06,-1.12437e-06,2.2173350144088887e-06,2.1070476354493955e-06,2.132121062533814e-06
-0.298168,2.088615e-06,1.060495e-06,-1.02812e-06,2.075325331208386e-06,2.085915955013352e-06,2.1385219183990284e-06
-0.2970939999999999,1.920178e-06,1.002745e-06,-9.17433e-07,1.927973632144595e-06,2.068130337128653e-06,2.14507965768825e-06
-0.296019,1.775367e-06,9.60308e-07,-8.150579999999999e-07,1.8237616604262408e-06,2.0550044110735905e-06,2.1518206844546847e-06
-0.294945,1.725492e-06,9.43683e-07,-7.81809e-07,1.7955447273668302e-06,2.0475111185771058e-06,2.158771245870626e-06
-0.2938699999999999,2.001553e-06,9.4412e-07,-1.057432e-06,1.8472878671025583e-06,2.046197789587483e-06,2.1659568637307294e-06
-0.292796,1.942491e-06,1.065745e-06,-8.76746e-07,1.9559297655036937e-06,2.0511506457850263e-06,2.173401812721862e-06
-0.291721,2.01599e-06,1.238556e-06,-7.774339999999999e-07,2.0838266452589916e-06,2.0620133116389187e-06,2.1811286607127485e-06
-0.290647,2.15774e-06,1.200494e-06,-9.57245e-07,2.193435215746209e-06,2.078055259631085e-06,2.1891578830883967e-06
-0.289572,2.314802e-06,1.242931e-06,-1.07187e-06,2.2592301034875246e-06,2.0982785093747877e-06,2.1975075596827117e-06
-0.288498,2.329239e-06,1.149307e-06,-1.179932e-06,2.2749880094970883e-06,2.1215457434171095e-06,2.2061931593970814e-06
-0.287423,2.211552e-06,1.000995e-06,-1.210557e-06,2.2541683123774465e-06,2.146711067185783e-06,2.2152274143233384e-06
-0.2863489999999999,2.18574e-06,9.81308e-07,-1.204432e-06,2.2217746910871583e-06,2.1727359713734976e-06,2.224620282233371e-06
-0.2852739999999999,2.205865e-06,1.02637e-06,-1.179494e-06,2.2010421263341396e-06,2.1987770031987234e-06,2.2343789936971285e-06
