Applied potential [V];WE current [A]
0.0;-1.3349455e-05
-0.001000777;-1.4899531e-05
-0.002001555;-1.5002870999999999e-05
-0.0030023330000000003;-1.5012265e-05
-0.004003111;-1.5040448e-05
-0.005003889;-1.5012265e-05
-0.006004667;-1.4984080999999999e-05
-0.007005445000000001;-1.4993477e-05
-0.008006223;-1.4946505e-05
-0.009007001;-1.4955898e-05
-0.010007779000000001;-1.4927715e-05
-0.011008557;-1.4908926e-05
-0.012009335000000001;-1.4927715e-05
-0.013010113;-1.4871349e-05
-0.014010891000000001;-1.4899532e-05
-0.015011669000000002;-1.4890137999999999e-05
-0.016012447000000003;-1.487135e-05
-0.017013224;-1.4880742999999999e-05
-0.018014002;-1.4871349e-05
-0.019014782;-1.4918321e-05
-0.020015558000000003;-1.4908926e-05
-0.021016336;-1.4908926e-05
-0.022017114;-1.4918321e-05
-0.023017892;-1.4908926e-05
-0.024018670000000002;-1.4965293e-05
-0.025019448000000003;-1.4965293e-05
-0.026020226;-1.4955898e-05
-0.027021004;-1.502166e-05
-0.028021782000000002;-1.500287e-05
-0.029022560000000003;-1.5059237e-05
-0.030023338000000004;-1.508742e-05
-0.031024116;-1.5106208999999999e-05
-0.032024894000000005;-1.5143787e-05
-0.03302567;-1.5143787e-05
-0.034026448;-1.5209547e-05
-0.035027228;-1.5256521e-05
-0.036028004;-1.5275309e-05
-0.037028784;-1.5331674e-05
-0.038029564;-1.5350464e-05
-0.039030340000000004;-1.5435014e-05
-0.040031116000000005;-1.5472591e-05
-0.041031892;-1.5510169e-05
-0.042032672;-1.557593e-05
-0.043033452;-1.5594718e-05
-0.044034228;-1.5688661e-05
-0.045035004000000003;-1.5754423e-05
-0.046035784;-1.581079e-05
-0.047036564;-1.5895339e-05
-0.048037340000000005;-1.5942312e-05
-0.049038120000000004;-1.6045649e-05
-0.050038896000000006;-1.6120804e-05
-0.051039672;-1.6195961e-05
-0.052040452;-1.6289905e-05
-0.053041232;-1.6355665e-05
