Applied potential [V];WE current [A]
0.0;-6.942468e-06
-0.001000777;-8.82135e-06
-0.002001555;-8.755589e-06
-0.0030023330000000003;-8.595884e-06
-0.004003111;-8.558306e-06
-0.005003889;-8.473756e-06
-0.006004667;-8.426785e-06
-0.007005445000000001;-8.41739e-06
-0.008006223;-8.351628e-06
-0.009007001;-8.389207e-06
-0.010007779000000001;-8.379813e-06
-0.011008557;-8.370418e-06
-0.012009335000000001;-8.398601e-06
-0.013010113;-8.379812e-06
-0.014010891000000001;-8.407995e-06
-0.015011669000000002;-8.407995e-06
-0.016012447000000003;-8.426785e-06
-0.017013224;-8.464362e-06
-0.018014002;-8.445574e-06
-0.019014782;-8.511334e-06
-0.020015558000000003;-8.530123e-06
-0.021016336;-8.520728e-06
-0.022017114;-8.586489e-06
-0.023017892;-8.539517e-06
-0.024018670000000002;-8.642856e-06
-0.025019448000000003;-8.680434e-06
-0.026020226;-8.680434e-06
-0.027021004;-8.736799999999999e-06
-0.028021782000000002;-8.718011e-06
-0.029022560000000003;-8.840138e-06
-0.030023338000000004;-8.840138e-06
-0.031024116;-8.877717e-06
-0.032024894000000005;-8.915294e-06
-0.03302567;-8.9059e-06
-0.034026448;-8.999844e-06
-0.035027228;-9.046815e-06
-0.036028004;-9.065604e-06
-0.037028784;-9.131365e-06
-0.038029564;-9.131365999999999e-06
-0.039030340000000004;-9.225309e-06
-0.040031116000000005;-9.262887e-06
-0.041031892;-9.300464e-06
-0.042032672;-9.366225e-06
-0.043033452;-9.366225e-06
-0.044034228;-9.488353e-06
-0.045035004000000003;-9.544719e-06
-0.046035784;-9.591692e-06
-0.047036564;-9.657451999999999e-06
-0.048037340000000005;-9.67624e-06
-0.049038120000000004;-9.77958e-06
-0.050038896000000006;-9.845341e-06
-0.051039672;-9.882917999999999e-06
-0.052040452;-1.0005045e-05
-0.053041232;-9.995650999999999e-06
-0.054042008;-1.0155355999999999e-05
-0.055042784000000004;-1.0221117e-05
-0.056043564000000004;-1.0286878e-05
-0.057044344000000004;-1.039961e-05
-0.058045120000000006;-1.0446582e-05
-0.059045896;-1.0587499e-05
-0.06004667600000001;-1.0672048e-05
-0.061047452;-1.0747203e-05
-0.062048232;-1.0878725e-05
-0.063049012;-1.0935092e-05
-0.06404978800000001;-1.110419e-05
-0.065050564;-1.1216924e-05
-0.06605134;-1.1310867e-05
-0.06705212;-1.1461179e-05
-0.068052896;-1.1536333e-05
-0.06905368;-1.1733617e-05
-0.070054456;-1.1865138e-05
-0.07105523200000001;-1.2006054e-05
-0.072056008;-1.2184548e-05
-0.073056784;-1.2250308e-05
-0.074057568;-1.2503958e-05
-0.075058344;-1.2673057e-05
-0.076059128;-1.2813972999999999e-05
-0.077059904;-1.3039439e-05
-0.07806068000000001;-1.318975e-05
-0.079061456;-1.3452794e-05
-0.08006223200000001;-1.365947e-05
-0.081063008;-1.3856752999999999e-05
-0.082063784;-1.4110402e-05
-0.083064568;-1.4288896e-05
-0.084065344;-1.4589517e-05
-0.085066128;-1.4852559e-05
-0.086066904;-1.5134392e-05
-0.08706768000000001;-1.5406831e-05
-0.088068456;-1.5651085e-05
-0.08906923200000001;-1.6064438999999998e-05
-0.09007000800000001;-1.6383848e-05
-0.09107079200000001;-1.6675076e-05
-0.092071568;-1.7079034e-05
-0.093072344;-1.7360868e-05
-0.094073128;-1.7774222e-05
-0.095073904;-1.8103026e-05
-0.09607468000000001;-1.8544561999999998e-05
-0.097075456;-1.8939128e-05
-0.09807624000000001;-1.928672e-05
-0.099077016;-1.979402e-05
-0.10007779200000001;-2.024495e-05
-0.10107856800000001;-2.0695882e-05
-0.102079344;-2.1165604e-05
-0.10308012000000001;-2.1644718e-05
-0.104080904;-2.2255353999999998e-05
-0.105081688;-2.2772046e-05
-0.106082464;-2.326995e-05
-0.10708324000000001;-2.3814826e-05
-0.108084016;-2.4256362e-05
-0.109084792;-2.4923366e-05
-0.11008556800000001;-2.5458848e-05
-0.111086344;-2.60413e-05
-0.11208712800000001;-2.6670724e-05
-0.113087904;-2.7159236e-05
-0.11408868800000001;-2.7816843999999998e-05
-0.115089464;-2.842748e-05
-0.11609024000000001;-2.904751e-05
-0.117091016;-2.9676936e-05
-0.118091792;-3.0212416e-05
-0.119092576;-3.0879422e-05
-0.12009335200000001;-3.1508846e-05
-0.12109412800000001;-3.2119484e-05
-0.122094904;-3.279588e-05
-0.12309568000000001;-3.324681e-05
-0.124096464;-3.3988968e-05
-0.125097248;-3.4580815999999996e-05
-0.126098024;-3.5238424e-05
-0.1270988;-3.5867856e-05
-0.12809957600000002;-3.639394e-05
-0.129100352;-3.7126704e-05
-0.130101128;-3.769976e-05
-0.13110190400000002;-3.83104e-05
-0.13210268;-3.9024372e-05
-0.133103464;-3.9475308e-05
-0.13410424;-4.018928e-05
-0.135105;-4.0809308e-05
-0.136105;-4.1391764e-05
-0.137106;-4.2039979999999996e-05
-0.138107;-4.2519092e-05
-0.13910799999999998;-4.3195492e-05
-0.14010799999999998;-4.3740368e-05
-0.14110899999999998;-4.4304032e-05
-0.14211;-4.4933456e-05
-0.143111;-4.5309232e-05
-0.144112;-4.596684e-05
-0.145112;-4.6483532e-05
-0.146113;-4.6990835999999996e-05
-0.147114;-4.7526315999999996e-05
-0.148115;-4.7920876e-05
-0.149115;-4.8484544e-05
-0.150116;-4.8935471999999996e-05
-0.151117;-4.9433376e-05
-0.152118;-4.9921888e-05
-0.153119;-5.0241296e-05
-0.154119;-5.0814356e-05
-0.15511999999999998;-5.1199524e-05
-0.15612099999999998;-5.15847e-05
-0.15712199999999998;-5.2063812e-05
-0.15812199999999998;-5.2336248e-05
-0.159123;-5.2824764e-05
-0.160124;-5.3181744e-05
-0.161125;-5.3566916e-05
-0.162126;-5.3961484e-05
-0.163126;-5.4186948e-05
-0.164127;-5.4656668e-05
-0.165128;-5.4938499999999996e-05
-0.166129;-5.5361248e-05
-0.167129;-5.5661867999999996e-05
-0.16813;-5.5793388e-05
-0.169131;-5.6263112e-05
-0.170132;-5.6554336e-05
-0.17113299999999998;-5.6807987999999996e-05
-0.17213299999999998;-5.7174371999999996e-05
-0.17313399999999998;-5.723074e-05
-0.17413499999999998;-5.7587728e-05
-0.175136;-5.7878956e-05
-0.176136;-5.8113815999999996e-05
-0.177137;-5.8358068e-05
-0.178138;-5.8405036e-05
-0.179139;-5.870566e-05
-0.18014;-5.8940516e-05
-0.18114;-5.9128412e-05
-0.182141;-5.93069e-05
-0.183142;-5.93069e-05
-0.184143;-5.955116e-05
-0.185143;-5.9635704e-05
-0.186144;-5.9786016e-05
-0.18714499999999998;-5.9889355999999996e-05
-0.18814599999999998;-5.977662e-05
-0.18914699999999998;-6.0067848e-05
-0.19014699999999998;-6.0058451999999996e-05
-0.19114799999999998;-6.0077244e-05
-0.192149;-6.0077244e-05
-0.19315;-5.9955116e-05
-0.19415;-6.007724e-05
-0.195151;-6.0105428e-05
-0.196152;-6.002088e-05
-0.197153;-6.0039668e-05
-0.198154;-5.9729647999999996e-05
-0.199154;-5.9870564e-05
-0.200155;-5.972026e-05
-0.201156;-5.9616919999999996e-05
-0.202157;-5.9607519999999996e-05
-0.203157;-5.9269324e-05
-0.20415799999999998;-5.9325692e-05
-0.20515899999999998;-5.9137804e-05
-0.20615999999999998;-5.9072039999999996e-05
-0.20716099999999998;-5.8996884e-05
-0.20816099999999998;-5.8583532e-05
-0.209162;-5.8649288e-05
-0.210163;-5.8470799999999996e-05
-0.211164;-5.8414432e-05
-0.212164;-5.8358064e-05
-0.213165;-5.802926e-05
-0.214166;-5.8095024e-05
-0.215167;-5.7991684e-05
-0.216168;-5.7888348e-05
-0.217168;-5.7869556e-05
-0.218169;-5.766288e-05
-0.21917;-5.7775616e-05
-0.22017099999999998;-5.7719248e-05
-0.22117099999999998;-5.7841376e-05
-0.22217199999999998;-5.7850768e-05
-0.22317299999999998;-5.7747431999999996e-05
-0.22417399999999998;-5.806684e-05
-0.225175;-5.8048048e-05
-0.226175;-5.83017e-05
-0.227176;-5.8508379999999996e-05
-0.228177;-5.8461404e-05
-0.229178;-5.8902944e-05
-0.230178;-5.9062652e-05
-0.231179;-5.9382056e-05
-0.23218;-5.9682679999999996e-05
-0.233181;-5.9795408e-05
-0.234182;-6.0321496e-05
-0.235182;-6.0659696e-05
-0.23618299999999998;-6.1044868e-05
-0.23718399999999998;-6.1448828e-05
-0.23818499999999998;-6.1589744e-05
-0.23918499999999998;-6.2228564e-05
-0.24018599999999998;-6.246342e-05
-0.24118699999999998;-6.286737999999999e-05
-0.242188;-6.3393476e-05
-0.243189;-6.3449836e-05
-0.244189;-6.4004108e-05
-0.24519;-6.4304724e-05
-0.246191;-6.4642924e-05
-0.247192;-6.4943544e-05
-0.248192;-6.5037492e-05
-0.249193;-6.5432052e-05
-0.25019399999999997;-6.5610548e-05
-0.251195;-6.579844e-05
-0.252196;-6.5939352e-05
-0.253196;-6.582661999999999e-05
-0.254197;-6.6005112e-05
-0.255198;-6.599572e-05
-0.256199;-6.5873592e-05
-0.257199;-6.5807832e-05
-0.2582;-6.5366292e-05
-0.259201;-6.53569e-05
-0.260202;-6.506568e-05
-0.26120299999999996;-6.4605352e-05
-0.26220299999999996;-6.4285944e-05
-0.263204;-6.3618936e-05
-0.26420499999999997;-6.3355888e-05
-0.265206;-6.28392e-05
-0.266206;-6.2200376e-05
-0.267207;-6.1561564e-05
-0.268208;-6.06503e-05
-0.269209;-6.0180584e-05
-0.27021;-5.9325692e-05
-0.27121;-5.8423828e-05
-0.272211;-5.7747428e-05
-0.273212;-5.6685856e-05
-0.274213;-5.5971884e-05
-0.275213;-5.5126388e-05
-0.276214;-5.4186952e-05
-0.277215;-5.329448e-05
-0.27821599999999996;-5.218594e-05
-0.279217;-5.1406204e-05
-0.280217;-5.0513732e-05
-0.28121799999999997;-4.9555508e-05
-0.282219;-4.8710012e-05
-0.28321999999999997;-4.758268e-05
-0.28422;-4.6821736e-05
-0.285221;-4.593866e-05
-0.286222;-4.4942848e-05
-0.287223;-4.4181904e-05
-0.288224;-4.311094e-05
-0.289224;-4.2425148e-05
-0.290225;-4.1570256e-05
-0.291226;-4.069658e-05
-0.292227;-4.0010783999999996e-05
-0.29322699999999996;-3.9005584e-05
-0.294228;-3.8347976e-05
