Time [s],Current [uA]
0,9.930181503295898
0.00039999998989515007,5.853176116943359
0.0007999999797903001,4.556179046630859
0.0011999999405816197,3.8552284240722656
0.0015999999595806003,3.139972686767578
0.001999999862164259,2.9206275939941406
0.0023999998811632395,2.377033233642578
0.00279999990016222,2.319812774658203
0.0031999999191612005,2.1719932556152344
0.003599999938160181,2.0003318786621094
0.003999999724328518,1.6236305236816406
0.004399999976158142,1.8095970153808594
0.004799999762326479,1.6331672668457031
0.005200000014156103,1.6999244689941406
0.00559999980032444,1.5854835510253906
0.006000000052154064,1.5282630920410156
0.006399999838322401,1.4948844909667969
0.006799999624490738,1.4090538024902344
0.007199999876320362,1.3756752014160156
0.007599999662488699,1.4138221740722656
0.007999999448657036,1.2278556823730469
0.00839999970048666,1.2612342834472656
0.008799999952316284,1.2230873107910156
0.009200000204145908,1.1754035949707031
0.009599999524652958,1.2326240539550781
0.009999999776482582,1.2135505676269531
0.010400000028312206,1.1134147644042969
0.010799999348819256,1.2564659118652344
0.01119999960064888,1.0704994201660156
0.011599999852478504,1.1277198791503906
0.012000000104308128,0.9608268737792969
0.012399999424815178,0.9608268737792969
0.012799999676644802,1.0800361633300781
0.013199999928474426,1.0704994201660156
0.013599999248981476,1.0180473327636719
0.0139999995008111,0.9834766387939453
0.014399999752640724,0.9465217590332031
0.014800000004470348,0.8988380432128906
0.015199999324977398,0.8893013000488281
0.015599999576807022,0.9417533874511719
0.01599999889731407,0.9655952453613281
0.01640000008046627,0.8893013000488281
0.01679999940097332,0.9274482727050781
0.01719999872148037,0.8749961853027344
0.01759999990463257,0.8988380432128906
0.017999999225139618,0.8511543273925781
0.018400000408291817,0.9560585021972656
0.018799999728798866,0.7891654968261719
0.019199999049305916,0.9179115295410156
0.019600000232458115,0.9131431579589844
0.019999999552965164,0.8869171142578125
0.020399998873472214,0.8606910705566406
0.020800000056624413,0.8559226989746094
0.021199999377131462,0.8225440979003906
0.02159999869763851,0.9036064147949219
0.02199999988079071,0.8237361907958984
0.02239999920129776,0.7939338684082031
0.02279999852180481,0.7748603820800781
0.02319999970495701,0.7867813110351562
0.023599999025464058,0.7367134094238281
0.024000000208616257,0.8416175842285156
0.024399999529123306,0.7700920104980469
0.024799998849630356,0.6651878356933594
0.025200000032782555,0.6937980651855469
0.025599999353289604,0.8559226989746094
0.025999998673796654,0.7224082946777344
0.026399999856948853,0.6222724914550781
0.026799999177455902,0.6699562072753906
0.02719999849796295,0.8177757263183594
0.02759999968111515,0.7224082946777344
0.0279999990016222,0.7796287536621094
0.0284000001847744,0.7557868957519531
0.02879999950528145,0.6318092346191406
0.029199998825788498,0.8368492126464844
0.029600000008940697,0.6127357482910156
0.029999999329447746,0.7081031799316406
0.030399998649954796,0.4744529724121094
0.030799999833106995,0.6937980651855469
0.031199999153614044,0.8559226989746094
0.031599998474121094,0.8225440979003906
0.03199999779462814,0.6842613220214844
0.03240000084042549,0.6127357482910156
0.03280000016093254,0.7605552673339844
0.03319999948143959,0.5745887756347656
0.03359999880194664,0.7510185241699219
0.03399999812245369,0.6985664367675781
0.03439999744296074,0.6985664367675781
0.03480000048875809,0.5507469177246094
0.03519999980926514,0.5507469177246094
0.035599999129772186,0.4458427429199219
0.035999998450279236,0.6127357482910156
0.036399997770786285,0.4506111145019531
0.03680000081658363,0.4458427429199219
0.03720000013709068,0.3933906555175781
0.03759999945759773,0.7176399230957031
0.03799999877810478,0.6127357482910156
0.03839999809861183,0.4315376281738281
0.03879999741911888,0.4506111145019531
0.03920000046491623,0.4744529724121094
0.03959999978542328,0.4649162292480469
0.03999999910593033,0.5269050598144531
0.04039999842643738,0.5459785461425781
0.04079999774694443,0.5602836608886719
0.041200000792741776,0.6079673767089844
0.041600000113248825,0.5602836608886719
0.041999999433755875,0.6031990051269531
0.042399998754262924,0.3933906555175781
0.042799998074769974,0.4982948303222656
0.04319999739527702,0.3790855407714844
0.04360000044107437,0.5412101745605469
0.04399999976158142,0.3218650817871094
0.04439999908208847,0.7939338684082031
0.04479999840259552,0.4982948303222656
0.04519999772310257,0.3981590270996094
0.04559999704360962,0.5459785461425781
0.04600000008940697,0.5841255187988281
0.04639999940991402,0.5412101745605469
0.046799998730421066,0.49948692321777344
0.047199998050928116,0.3981590270996094
0.047599997371435165,0.4744529724121094
0.04800000041723251,0.5936622619628906
0.04839999973773956,0.5507469177246094
0.04879999905824661,0.3790855407714844
0.04919999837875366,0.4696846008300781
0.04959999769926071,0.5745887756347656
0.04999999701976776,0.2646446228027344
0.05040000006556511,0.5555152893066406
0.05079999938607216,0.3743171691894531
0.05119999870657921,0.3504753112792969
0.05159999802708626,0.3743171691894531
0.05199999734759331,0.4696846008300781
0.052400000393390656,0.4458427429199219
0.052799999713897705,0.2646446228027344
0.053199999034404755,0.4410743713378906
0.053599998354911804,0.23126602172851562
0.053999997675418854,0.4172325134277344
0.0543999969959259,0.3361701965332031
0.05480000004172325,0.5745887756347656
0.0551999993622303,0.3123283386230469
0.05559999868273735,0.5650520324707031
0.0559999980032444,0.19788742065429688
0.05639999732375145,0.4696846008300781
0.0568000003695488,0.4220008850097656
0.05719999969005585,0.4076957702636719
0.0575999990105629,0.3981590270996094
0.057999998331069946,0.4029273986816406
0.058399997651576996,0.3600120544433594
0.058799996972084045,0.4696846008300781
0.05920000001788139,0.3647804260253906
0.05959999933838844,0.4029273986816406
0.05999999865889549,0.2932548522949219
0.06039999797940254,0.3075599670410156
0.06079999729990959,0.4124641418457031
0.06119999662041664,0.3838539123535156
0.06159999966621399,0.4935264587402344
0.06199999898672104,0.3075599670410156
0.06239999830722809,0.22172927856445312
0.06279999762773514,0.3647804260253906
0.06319999694824219,0.4315376281738281
0.06359999626874924,0.3027915954589844
0.06399999558925629,0.3600120544433594
0.06439999490976334,0.17881393432617188
0.06480000168085098,0.23126602172851562
0.06520000100135803,0.3266334533691406
0.06560000032186508,0.5364418029785156
0.06599999964237213,0.4744529724121094
0.06639999896287918,0.3218650817871094
0.06679999828338623,0.22649765014648438
0.06719999760389328,0.4410743713378906
0.06759999692440033,0.2503395080566406
0.06799999624490738,0.3838539123535156
0.06839999556541443,0.4124641418457031
0.06879999488592148,0.19788742065429688
0.06920000165700912,0.24080276489257812
0.06960000097751617,0.4601478576660156
0.07000000029802322,0.4410743713378906
0.07039999961853027,0.38623809814453125
0.07079999893903732,0.3361701965332031
0.07119999825954437,0.3075599670410156
0.07159999758005142,0.3075599670410156
0.07199999690055847,0.22649765014648438
0.07239999622106552,0.2503395080566406
0.07279999554157257,0.20742416381835938
0.07319999486207962,0.15974044799804688
0.07360000163316727,0.22172927856445312
0.07400000095367432,0.21219253540039062
0.07440000027418137,0.3886222839355469
0.07479999959468842,0.19788742065429688
0.07519999891519547,0.3218650817871094
0.07559999823570251,0.23603439331054688
0.07599999755620956,0.2551078796386719
0.07639999687671661,0.3075599670410156
